Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
12,"Akermanis, Jason",27y 207d,212 (136-4-72 65.09%),264 (1.25),174 (113-3-58 65.80%),220 (1.26)
20,"Black, Simon",25y 168d,150 (105-1-44 70.33%),106 (0.71),←,
36,"Bradshaw, Daniel",25y 302d,139 (89-2-48 64.75%),259 (1.86),136 (86-2-48 63.97%),259 (1.90)
16,"Brown, Jonathan",22y 325d,92 (71-0-21 77.17%),123 (1.34),←,
1,"Caracella, Blake",27y 187d,159 (109-2-48 69.18%),184 (1.16),33 (23-1-9 71.21%),33 (1.00)
30,"Copeland, Robert",23y 115d,76 (59-0-17 77.63%),15 (0.20),←,
14,"Hadley, Richard",21y 173d,26 (20-0-6 76.92%),7 (0.27),←,
32,"Hart, Shaun",33y 124d,273 (147-3-123 54.40%),177 (0.65),171 (110-2-59 64.91%),96 (0.56)
2,"Johnson, Chris",28y 111d,221 (112-3-106 51.36%),152 (0.69),162 (105-3-54 65.74%),85 (0.52)
27,"Keating, Clark",28y 183d,116 (79-2-35 68.97%),71 (0.61),102 (69-1-32 68.14%),62 (0.61)
44,"Lappin, Nigel",28y 89d,240 (145-4-91 61.25%),162 (0.68),179 (113-3-63 63.97%),122 (0.68)
23,"Leppitsch, Justin",28y 353d,208 (127-4-77 62.02%),193 (0.93),164 (105-3-56 64.94%),135 (0.82)
11,"Lynch, Alastair",36y 91d,305 (161-2-142 53.11%),633 (2.08),153 (100-2-51 66.01%),371 (2.42)
25,"McLaren, Dylan",22y 133d,28 (23-0-5 82.14%),2 (0.07),←,
4,"McRae, Craig",30y 362d,194 (125-2-67 64.95%),232 (1.20),155 (104-2-49 67.74%),176 (1.14)
15,"Michael, Mal",27y 86d,157 (93-1-63 59.55%),26 (0.17),96 (72-1-23 75.52%),3 (0.03)
8,"Notting, Tim",25y 333d,112 (80-1-31 71.88%),92 (0.82),←,
13,"Pike, Martin",31y 309d,237 (141-1-95 59.70%),123 (0.52),96 (71-1-24 74.48%),64 (0.67)
6,"Power, Luke",24y 254d,133 (91-1-41 68.80%),149 (1.12),←,
5,"Scott, Brad",28y 138d,132 (80-2-50 61.36%),42 (0.32),110 (72-2-36 66.36%),36 (0.33)
22,"Scott, Chris",28y 138d,199 (122-3-74 62.06%),69 (0.35),144 (95-2-47 66.67%),46 (0.32)
3,"Voss, Michael",29y 73d,246 (150-2-94 61.38%),230 (0.93),167 (112-1-54 67.37%),158 (0.95)
Totals,Totals,27y 210d,3655 (2265-40-1350 61.97%),3311 (0.91),,
C,"Matthews, Leigh",52y 201d,373 (231-6-136 62.73%),,149 (106-1-42 71.48%),
