Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
35,"Apeness, Michael",3,5.0,3,6,1.0,,,3,,1.0,,1.0,,1.0,,4,2,3.0,1.0,1.0,,,82.0
1,"Ballantyne, Hayden",7,3.0,4,11,,1.0,,3,,1.0,,3.0,,1.0,,4,7,,2.0,,,2.0,79.0
19,"Blakely, Connor",8,3.0,10,18,,,3.0,2,,2.0,2.0,3.0,3.0,1.0,,8,10,1.0,,,,,55.0
30,"Clarke, Zac",3,6.0,8,11,,1.0,14.0,2,,1.0,,,,,,2,9,1.0,1.0,4.0,,,84.0
40,"Collins, Sam",7,6.0,6,13,,,,1,4.0,,1.0,2.0,,1.0,,7,6,3.0,,10.0,,,94.0
12,"Griffin, Jonathon",6,3.0,2,8,,,15.0,4,1.0,,2.0,3.0,2.0,2.0,,1,5,,,5.0,,,80.0
32,"Hill, Stephen",18,4.0,13,31,,,3.0,3,6.0,2.0,3.0,7.0,,1.0,,10,18,,,3.0,2.0,,88.0
5,"Ibbotson, Garrick",10,5.0,6,16,,,,2,4.0,2.0,1.0,3.0,,,,2,13,,,2.0,,,87.0
26,"Langdon, Ed",9,3.0,7,16,,,,2,5.0,1.0,2.0,2.0,,1.0,,3,13,,,1.0,,,74.0
23,"Mayne, Chris",8,7.0,13,21,,,,2,1.0,1.0,,3.0,,1.0,,3,18,,,2.0,,,82.0
16,"Mundy, David",5,2.0,10,15,,,2.0,5,2.0,1.0,6.0,8.0,1.0,3.0,,10,7,,,3.0,,,84.0
27,"Neale, Lachie",19,6.0,21,40,1.0,,,12,2.0,1.0,8.0,3.0,1.0,1.0,1.0,15,23,,,,,,85.0
6,"Pearce, Danyle",12,1.0,11,23,,1.0,,2,2.0,4.0,1.0,3.0,,,,7,15,,,,2.0,,81.0
11,"Sheridan, Tom",13,5.0,9,22,,,,5,5.0,1.0,1.0,1.0,,,,1,19,,,,,,77.0
36,"Silvagni, Alex",8,6.0,9,17,,,,1,,1.0,,2.0,2.0,1.0,,8,10,1.0,,2.0,,,88.0
34,"Spurr, Lee",12,11.0,10,22,,,,4,2.0,,1.0,1.0,1.0,,,5,17,,,5.0,,,91.0
33,"Sutcliffe, Cam",10,6.0,7,17,,,,3,2.0,3.0,,1.0,,,,4,14,,,,,,83.0
20,"Taberner, Matthew",5,3.0,5,10,,,,4,,1.0,,3.0,1.0,1.0,,4,7,,,,,,81.0
18,"Tucker, Darcy",7,2.0,7,14,,1.0,,4,,1.0,1.0,2.0,1.0,,,6,10,,,1.0,,,74.0
10,"Walters, Michael",7,,13,20,,2.0,,3,2.0,1.0,1.0,5.0,2.0,1.0,,6,15,,,,,,83.0
14,"Weller, Lachie",15,4.0,13,28,,,,3,8.0,3.0,2.0,1.0,,,,9,19,,,2.0,,,90.0
41,"Yarran, Shane",8,3.0,3,11,3.0,1.0,,2,,4.0,,4.0,,,,6,5,,2.0,1.0,,,79.0
Totals,Totals,200,94.0,190,390,5.0,7.0,37.0,72,46.0,32.0,32.0,61.0,14.0,16.0,1.0,125,262,9.0,6.0,42.0,4.0,2.0,
Opposition,Opposition,230,104.0,179,409,19.0,15.0,40.0,76,25.0,69.0,39.0,48.0,16.0,14.0,5.0,154,255,10.0,17.0,41.0,8.0,14.0,
