Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
14,"Birchall, Grant",3,2,,3,,,,1.0,,,,1.0,,,,,2,,,,,,17.0
22,"Breust, Luke",6,1,4.0,10,1.0,1.0,,8.0,,3.0,1.0,2.0,1.0,,,8.0,3,1.0,1.0,2.0,,1.0,80.0
9,"Burgoyne, Shaun",11,5,12.0,23,1.0,1.0,,4.0,2.0,6.0,7.0,2.0,,1.0,,13.0,12,1.0,1.0,2.0,2.0,1.0,80.0
5,"Burton, Ryan",14,6,9.0,23,,,,4.0,3.0,2.0,,1.0,,,,5.0,15,,,6.0,1.0,,85.0
12,"Frawley, James",10,7,5.0,15,,,,2.0,5.0,,,,,,,2.0,12,,,7.0,,,100.0
6,"Gibson, Josh",10,5,10.0,20,,,,,3.0,,,2.0,,2.0,,6.0,15,,,2.0,,,99.0
19,"Gunston, Jack",10,3,3.0,13,2.0,,,,1.0,3.0,1.0,,1.0,,,7.0,7,2.0,,2.0,,3.0,88.0
37,"Hardwick, Blake",12,7,6.0,18,,,,,2.0,2.0,,1.0,,1.0,,5.0,13,1.0,,4.0,,,77.0
4,"Hartung, Billy",15,7,5.0,20,,1.0,,1.0,1.0,4.0,1.0,,,,,2.0,18,,,1.0,1.0,1.0,82.0
15,"Hodge, Luke",13,5,13.0,26,,,,4.0,3.0,1.0,2.0,2.0,,2.0,,9.0,16,1.0,,6.0,,,88.0
17,"Howe, Daniel",8,5,6.0,14,,,,4.0,2.0,2.0,,3.0,1.0,1.0,,5.0,9,1.0,,3.0,,,72.0
29,"Langford, Will",15,5,5.0,20,1.0,1.0,,9.0,2.0,3.0,2.0,3.0,1.0,,,6.0,13,,1.0,1.0,,1.0,76.0
7,"McEvoy, Ben",6,4,6.0,12,2.0,,53.0,4.0,3.0,1.0,1.0,1.0,1.0,,2.0,9.0,4,2.0,2.0,9.0,,1.0,82.0
3,"Mitchell, Tom",12,5,19.0,31,,1.0,,12.0,3.0,3.0,6.0,6.0,1.0,1.0,1.0,16.0,15,,,,,,88.0
23,"OBrien, Tim",11,10,2.0,13,2.0,,4.0,3.0,,2.0,,,,,,5.0,8,5.0,1.0,2.0,,,81.0
28,"Puopolo, Paul",3,1,10.0,13,,,,6.0,,1.0,2.0,5.0,,3.0,,6.0,6,,,,,1.0,87.0
33,"Rioli, Cyril",9,3,3.0,12,,1.0,,1.0,,4.0,2.0,,,,,5.0,7,,,2.0,1.0,,83.0
2,"Roughead, Jarryd",11,6,4.0,15,4.0,1.0,4.0,4.0,1.0,1.0,1.0,,3.0,,,7.0,8,3.0,3.0,1.0,,,95.0
26,"Shiels, Liam",9,3,4.0,13,,1.0,,4.0,,3.0,3.0,6.0,,2.0,,5.0,6,,,,,,84.0
21,"Sicily, James",5,3,2.0,7,,,,,1.0,,,2.0,1.0,2.0,,3.0,4,2.0,,1.0,,,81.0
16,"Smith, Isaac",17,9,6.0,23,1.0,2.0,,5.0,1.0,7.0,1.0,1.0,,1.0,,4.0,19,,,2.0,2.0,1.0,80.0
24,"Stratton, Ben",8,4,4.0,12,,,,7.0,4.0,,,1.0,,,,,11,,,8.0,,,96.0
Totals,Totals,218,106,138.0,356,14.0,10.0,61.0,83.0,37.0,48.0,30.0,39.0,10.0,16.0,3.0,128.0,223,19.0,9.0,61.0,7.0,10.0,
Opposition,Opposition,193,75,237.0,430,14.0,7.0,24.0,83.0,30.0,54.0,36.0,40.0,15.0,10.0,3.0,153.0,280,11.0,10.0,59.0,2.0,8.0,
