St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
20,"Armitage, David",8,5,13,21,,,,2.0,2.0,1.0,2.0,2.0,,1.0,,9.0,12.0,,,,1.0,,80.0
27,"Blake, Jason",6,3,5,11,,,,2.0,1.0,,1.0,,2.0,,,5.0,7.0,,,9.0,,,89.0
43,"Curren, Tom",11,3,9,20,,2.0,,3.0,2.0,3.0,4.0,1.0,2.0,1.0,,11.0,7.0,1.0,,1.0,2.0,1.0,82.0
26,"Dal Santo, Nick",16,3,12,28,,,,4.0,4.0,2.0,1.0,2.0,2.0,1.0,,6.0,23.0,,,1.0,3.0,,80.0
24,"Dempster, Sean",8,3,2,10,,,,3.0,1.0,,,,,,,3.0,8.0,,,5.0,,,89.0
14,"Geary, Jarryn",11,3,4,15,,,,4.0,2.0,2.0,,,1.0,,,5.0,11.0,,,7.0,,,90.0
33 ↓,"Gwilt, James",1,,4,5,,,,,1.0,,,2.0,,,,2.0,3.0,,,1.0,,,44.0
7,"Hayes, Lenny",11,4,14,25,,,1.0,3.0,2.0,5.0,2.0,2.0,,,,8.0,17.0,,,,,2.0,80.0
4,"Jones, Clinton",10,2,12,22,,,,1.0,1.0,3.0,2.0,4.0,2.0,1.0,,8.0,14.0,,,,,,89.0
9,"Lee, Tom",5,4,5,10,,1.0,,1.0,,1.0,,3.0,,1.0,,5.0,6.0,1.0,1.0,4.0,,,91.0
5,"McEvoy, Ben",3,4,6,9,,,20.0,3.0,1.0,,1.0,1.0,1.0,1.0,,6.0,4.0,1.0,,2.0,,,87.0
41,"Minchington, Darren",6,4,2,8,1,1.0,,,,2.0,,1.0,,,,3.0,5.0,1.0,1.0,,,,77.0
11,"Montagna, Leigh",19,6,16,35,,,,2.0,4.0,4.0,4.0,3.0,2.0,2.0,1.0,9.0,26.0,,,,1.0,1.0,88.0
30,"Murdoch, Brodie",5,7,2,7,1,,,1.0,,2.0,,,,,,2.0,5.0,2.0,1.0,1.0,,,84.0
16,"Newnes, Jack",10,7,5,15,,,,2.0,2.0,3.0,,1.0,1.0,1.0,,2.0,13.0,,,1.0,,,92.0
22,"Ray, Farren",20,11,10,30,,1.0,1.0,4.0,,5.0,4.0,2.0,1.0,1.0,,7.0,26.0,1.0,,2.0,2.0,,90.0
12,"Riewoldt, Nick",14,9,7,21,1,3.0,2.0,2.0,1.0,3.0,,1.0,2.0,,,6.0,15.0,1.0,4.0,,,1.0,96.0
17,"Roberton, Dylan",13,5,6,19,,,,2.0,6.0,,,1.0,1.0,,,5.0,10.0,,,3.0,1.0,,88.0
35,"Saunders, Josh",5,1,6,11,1,1.0,,1.0,1.0,3.0,1.0,,,,,2.0,9.0,,1.0,,4.0,,81.0
13 ↑,"Schneider, Adam",10,3,4,14,3,1.0,,3.0,1.0,4.0,1.0,4.0,,2.0,,5.0,7.0,,,,,,48.0
3,"Steven, Jack",12,4,21,33,,1.0,,3.0,4.0,3.0,4.0,3.0,2.0,2.0,,7.0,27.0,,,,,,80.0
29,"Webster, Jimmy",7,4,5,12,,,,,2.0,1.0,,3.0,,1.0,,3.0,9.0,,,2.0,,,76.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,211,95,170,381,7,14.0,24.0,46.0,38.0,47.0,27.0,36.0,19.0,15.0,1.0,119.0,264.0,8.0,8.0,39.0,14.0,5.0,
Opposition,Opposition,239,122,176,415,14,18.0,34.0,55.0,37.0,57.0,36.0,30.0,15.0,18.0,5.0,110.0,303.0,6.0,14.0,39.0,15.0,10.0,
