St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
15,"Billings, Jack",21y 324d,57 (23-0-34 40.35%),43 (0.75),←,
22,"Brown, Nathan",28y 203d,145 (85-1-59 58.97%),7 (0.05),15 (9-0-6 60.00%),
27,"Bruce, Josh",25y 30d,81 (30-1-50 37.65%),120 (1.48),67 (29-1-37 44.03%),117 (1.75)
2,"Carlisle, Jake",25y 280d,100 (49-0-51 49.00%),58 (0.58),15 (9-0-6 60.00%),4 (0.27)
14,"Geary, Jarryn",29y 15d,156 (84-1-71 54.17%),25 (0.16),←,
19,"Gilbert, Sam",30y 323d,194 (110-5-79 57.99%),36 (0.19),←,
4,"Gresham, Jade",19y 318d,33 (19-0-14 57.58%),31 (0.94),←,
21,"Long, Ben",19y 321d,3 (2-0-1 66.67%),,←,
18,"Longer, Billy",24y 57d,54 (16-0-38 29.63%),3 (0.06),45 (14-0-31 31.11%),3 (0.07)
13,"Lonie, Jack",20y 329d,35 (15-0-20 42.86%),26 (0.74),←,
36,"McKenzie, Daniel",21y 52d,19 (10-0-9 52.63%),2 (0.11),←,
28,"Membrey, Tim",23y 43d,45 (24-1-20 54.44%),79 (1.76),44 (23-1-20 53.41%),79 (1.80)
11,"Montagna, Leigh",33y 248d,285 (152-5-128 54.21%),155 (0.54),←,
16,"Newnes, Jack",24y 134d,106 (40-1-65 38.21%),30 (0.28),←,
12,"Riewoldt, Nick",34y 264d,331 (166-6-159 51.06%),712 (2.15),←,
17,"Roberton, Dylan",26y 17d,117 (54-0-63 46.15%),19 (0.16),80 (32-0-48 40.00%),14 (0.17)
6,"Ross, Sebastian",24y 62d,74 (29-1-44 39.86%),12 (0.16),←,
5,"Savage, Shane",26y 184d,116 (62-1-53 53.88%),54 (0.47),60 (21-1-38 35.83%),17 (0.28)
35,"Sinclair, Jack",22y 146d,37 (17-0-20 45.95%),24 (0.65),←,
9,"Steele, Jack",21y 207d,30 (15-0-15 50.00%),12 (0.40),13 (7-0-6 53.85%),3 (0.23)
3,"Steven, Jack",27y 102d,147 (59-2-86 40.82%),94 (0.64),←,
25,"Stevens, Koby",26y 20d,83 (36-0-47 43.37%),39 (0.47),9 (6-0-3 66.67%),5 (0.56)
Totals,Totals,25y 117d,2248 (1097-25-1126 48.80%),1581 (0.70),,
C,"Richardson, Alan",52y 52d,82 (31-1-50 38.41%),,81 (31-1-49 38.89%),
