Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
18,"Bartlett, Trent",23y 226d,55 (26-2-27 49.09%),22 (0.40),16 (8-0-8 50.00%),14 (0.88)
17,"Brown, Nathan",22y 150d,66 (39-1-26 59.85%),58 (0.88),←,
19,"Contessa, Adam",23y 193d,33 (20-1-12 62.12%),7 (0.21),←,
16,"Croft, Matthew",27y 134d,124 (72-3-49 59.27%),47 (0.38),←,
11,"Curley, Todd",27y 177d,97 (51-2-44 53.61%),40 (0.41),94 (49-2-43 53.19%),39 (0.41)
21,"Dent, Matthew",28y 174d,110 (44-1-65 40.45%),19 (0.17),63 (40-1-22 64.29%),10 (0.16)
12,"Dooley, Paul",24y 280d,5 (2-0-3 40.00%),2 (0.40),←,
10,"Eagleton, Nathan",21y 242d,74 (35-2-37 48.65%),64 (0.86),18 (9-0-9 50.00%),19 (1.06)
4,"Garlick, Simon",25y 90d,108 (62-1-45 57.87%),72 (0.67),64 (38-1-25 60.16%),45 (0.70)
9,"Hudson, Paul",29y 355d,215 (129-1-85 60.23%),437 (2.03),81 (49-1-31 61.11%),173 (2.14)
6,"Johnson, Brad",23y 357d,141 (74-3-64 53.55%),129 (0.91),←,
2,"Kolyniuk, Steven",30y 4d,173 (90-1-82 52.31%),193 (1.12),←,
35,"Kretiuk, Steven",28y 5d,125 (73-2-50 59.20%),10 (0.08),←,
39,"Liberatore, Tony",34y 149d,245 (132-3-110 54.49%),93 (0.38),←,
27,"Penny, Luke",19y 152d,6 (2-0-4 33.33%),3 (0.50),←,
24,"Plunkett, Jim",21y 349d,9 (5-0-4 55.56%),1 (0.11),←,
30,"Robbins, Matthew",23y 62d,25 (15-1-9 62.00%),5 (0.20),18 (11-1-6 63.89%),5 (0.28)
36,"Romero, Jose",28y 343d,198 (103-1-94 52.27%),167 (0.84),109 (54-1-54 50.00%),69 (0.63)
5,"Smith, Rohan",27y 39d,165 (90-3-72 55.45%),162 (0.98),←,
7,"West, Scott",25y 238d,165 (87-2-76 53.33%),64 (0.39),←,
1,"Wills, Andrew",28y 188d,148 (76-0-72 51.35%),127 (0.86),10 (5-0-5 50.00%),6 (0.60)
15,"Wynd, Scott",30y 166d,232 (121-4-107 53.02%),31 (0.13),←,
Totals,Totals,26y 69d,2519 (1348-34-1137 53.51%),1753 (0.70),,
C,"Wallace, Terry",41y 209d,100 (58-1-41 58.50%),,←,
