Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
12,"Banks, Denis",31y 43d,151 (88-1-62 58.61%),109 (0.72),←,
17,"Barwick, Doug",28y 173d,129 (69-1-59 53.88%),191 (1.48),53 (34-1-18 65.09%),63 (1.19)
21,"Christian, Michael",25y 342d,70 (37-1-32 53.57%),13 (0.19),←,
28,"Crosisca, Gavin",21y 317d,63 (39-1-23 62.70%),25 (0.40),←,
35,"Daicos, Peter",28y 312d,198 (114-2-82 58.08%),382 (1.93),←,
2,"Francis, Tony",21y 119d,8 (6-0-2 75.00%),8 (1.00),←,
3,"Gayfer, Michael",24y 346d,82 (48-0-34 58.54%),1 (0.01),←,
23,"Kelly, Craig",24y 43d,31 (18-0-13 58.06%),17 (0.55),←,
44,"Kerrison, Shane",25y 123d,81 (46-1-34 57.41%),9 (0.11),←,
30,"Manson, James",23y 269d,79 (45-1-33 57.59%),69 (0.87),←,
34,"McGuane, Mick",22y 212d,56 (34-1-21 61.61%),24 (0.43),←,
5,"McKeown, Ron",23y 80d,78 (43-1-34 55.77%),58 (0.74),←,
42,"Millane, Darren",24y 354d,120 (67-1-52 56.25%),63 (0.52),←,
1,"Monkhorst, Damian",20y 342d,31 (21-0-10 67.74%),1 (0.03),←,
7,"Morwood, Shane",28y 240d,153 (91-1-61 59.80%),81 (0.53),136 (82-1-53 60.66%),68 (0.50)
13,"Richardson, Alan",25y 73d,18 (12-0-6 66.67%),6 (0.33),←,
29,"Russell, Scott",20y 83d,17 (13-0-4 76.47%),10 (0.59),←,
22,"Shaw, Tony",30y 6d,237 (134-1-102 56.75%),139 (0.59),←,
24,"Turner, Jamie",27y 351d,118 (66-1-51 56.36%),22 (0.19),←,
19,"Wright, Graham",22y 53d,54 (35-1-18 65.74%),62 (1.15),←,
Totals,Totals,25y 30d,1774 (1026-15-733 57.84%),1290 (0.73),,
C,"Matthews, Leigh",38y 150d,105 (60-1-44 57.62%),,←,
