Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
23,"Bolton, Mark",27y 110d,111 (52-2-57 47.75%),44 (0.40),←,
16,"Bradley, Kepler",20y 251d,39 (9-1-29 24.36%),9 (0.23),←,
17,"Camporeale, Scott",30y 345d,242 (116-1-125 48.14%),202 (0.83),9 (1-1-7 16.67%),2 (0.22)
2,"Dyson, Ricky",20y 297d,32 (11-1-20 35.94%),22 (0.69),←,
26,"Heffernan, Chris",27y 174d,159 (86-2-71 54.72%),53 (0.33),112 (68-2-42 61.61%),43 (0.38)
19,"Hille, David",25y 50d,100 (48-1-51 48.50%),77 (0.77),←,
14,"Johnson, Jason",28y 178d,165 (96-2-67 58.79%),96 (0.58),←,
1,"Johnson, Mark",28y 60d,168 (100-2-66 60.12%),82 (0.49),←,
32,"Lee, Andrew",20y 21d,4 (0-1-3 12.50%),2 (0.50),←,
13,"Lovett, Andrew",23y 253d,31 (9-1-21 30.65%),41 (1.32),←,
25,"Lucas, Scott",28y 204d,219 (124-2-93 57.08%),342 (1.56),←,
10,"McVeigh, Mark",25y 177d,135 (69-2-64 51.85%),51 (0.38),←,
6,"Monfries, Angus",19y 184d,27 (5-1-21 20.37%),27 (1.00),←,
38,"Nash, Jay",20y 213d,6 (2-1-3 41.67%),2 (0.33),←,
11,"Peverill, Damien",27y 10d,109 (53-2-54 49.54%),23 (0.21),←,
29,"Reynolds, Joel",22y 47d,36 (11-2-23 33.33%),13 (0.36),←,
30,"Ryder, Paddy",18y 130d,9 (1-1-7 16.67%),2 (0.22),←,
20,"Slattery, Henry",20y 181d,12 (3-1-8 29.17%),2 (0.17),←,
7,"Solomon, Dean",26y 194d,153 (91-1-61 59.80%),55 (0.36),←,
24,"Stanton, Brent",20y 82d,50 (14-1-35 29.00%),27 (0.54),←,
4,"Watson, Jobe",21y 164d,28 (8-1-19 30.36%),13 (0.46),←,
12,"Welsh, Andrew",23y 161d,96 (40-2-54 42.71%),8 (0.08),←,
Totals,Totals,23y 341d,1931 (948-31-952 49.09%),1193 (0.62),,
C,"ODonnell, Gary",41y 71d,1 (0-1-0 50.00%),,←,
