Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
1,"Charles, Sean",4,1,,4,,,,,,,,,,1.0,,,,,,,,,
23,"Clarkson, Alastair",16,6,9,25,1,,,3.0,,,,,1.0,1.0,,,,,,,,,
26,"Doyle, Greg",1,2,2,3,1,,2.0,2.0,,,,,,,,,,,,,,,
33,"Farmer, Jeff",7,4,7,14,3,2.0,,1.0,,,,,,3.0,,,,,,,,,
20,"Febey, Matthew",15,5,5,20,,1.0,,2.0,,,,,,,,,,,,,,,
15,"Hopgood, Paul",8,2,3,11,,,,1.0,,,,,2.0,,,,,,,,,,
27,"Ingerson, Anthony",3,4,5,8,,,,1.0,,,,,,1.0,,,,,,,,,
7,"Kowal, Darren",2,1,,2,,,,,,,,,,,,,,,,,,,
17,"Lovett, Brett",14,7,14,28,1,,,2.0,,,,,3.0,1.0,3.0,,,,,,,,
6,"Lovett, Glenn",10,4,7,17,,,,2.0,,,,,1.0,,,,,,,,,,
3,"Lyon, Garry",6,3,3,9,3,,,1.0,,,,,1.0,1.0,,,,,,,,,
9,"Neitz, David",11,4,4,15,1,1.0,,2.0,,,,,5.0,2.0,,,,,,,,,
18,"Nettelbeck, Craig",9,2,11,20,,,,1.0,,,,,1.0,1.0,,,,,,,,,
4,"Obst, Andrew",17,5,17,34,,,1.0,1.0,,,,,3.0,3.0,1.0,,,,,,,,
35,"Ormond-Allen, Trent",2,2,,2,,1.0,,3.0,,,,,,,,,,,,,,,
10,"Seecamp, Marcus",4,2,7,11,,,,,,,,,,,,,,,,,,,
29,"Smith, Shaun",8,3,6,14,,,,1.0,,,,,2.0,,,,,,,,,,
11,"Stynes, Jim",14,8,4,18,1,1.0,10.0,2.0,,,,,1.0,2.0,,,,,,,,,
2,"Tingay, Stephen",21,8,9,30,2,,,1.0,,,,,2.0,3.0,2.0,,,,,,,,
8,"Turley, Craig",8,1,6,14,,,,2.0,,,,,1.0,1.0,,,,,,,,,
13,"Yze, Adem",17,9,2,19,5,1.0,,2.0,,,,,,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,197,83,121,318,18,11.0,13.0,30.0,,,,,23.0,21.0,6.0,,,,,,,,
Opposition,Opposition,144,55,90,234,8,8.0,14.0,34.0,,,,,21.0,23.0,,,,,,,,,
