Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
12,"Astbury, David",6,5,8,14,,,,1.0,3.0,,,2.0,1.0,1.0,,3.0,12.0,,,9.0,,,100.0
9,"Cotchin, Trent",13,3,15,28,,,,2.0,3.0,3.0,4.0,5.0,1.0,2.0,,7.0,20.0,,,,3.0,,75.0
10,"Edwards, Shane",5,2,13,18,,,,4.0,3.0,1.0,4.0,1.0,1.0,,,11.0,8.0,,1.0,1.0,1.0,,82.0
5,"Ellis, Brandon",10,2,10,20,,1.0,,2.0,,4.0,,2.0,,1.0,,4.0,17.0,,,1.0,2.0,,86.0
43,"Elton, Todd",7,7,3,10,1,1.0,1.0,,1.0,,,3.0,,1.0,,6.0,4.0,4.0,2.0,,,,84.0
6,"Grigg, Shaun",9,8,10,19,,1.0,,2.0,3.0,1.0,1.0,5.0,1.0,1.0,,8.0,11.0,2.0,1.0,,,,81.0
2,"Grimes, Dylan",4,5,10,14,,,,1.0,,1.0,,2.0,2.0,1.0,,8.0,5.0,1.0,,1.0,,,85.0
16,"Hampson, Shaun",4,3,4,8,,,22.0,2.0,,2.0,2.0,2.0,2.0,1.0,,4.0,4.0,1.0,,3.0,,,84.0
14,"Houli, Bachar",11,7,11,22,,1.0,,,2.0,1.0,2.0,1.0,1.0,,,4.0,18.0,,1.0,1.0,,,87.0
28,"Hunt, Taylor",7,5,10,17,,,,3.0,2.0,,1.0,,,,,5.0,12.0,1.0,,1.0,,,83.0
23,"Lambert, Kane",10,6,9,19,1,1.0,,5.0,1.0,4.0,2.0,2.0,2.0,,,5.0,13.0,,,,,1.0,85.0
27,"Lloyd, Sam",9,4,2,11,,1.0,,2.0,,2.0,,4.0,1.0,2.0,,4.0,9.0,1.0,1.0,,,,64.0
31,"Markov, Oleg",10,6,4,14,,,,,3.0,2.0,,2.0,1.0,1.0,,4.0,11.0,,,1.0,,,84.0
4,"Martin, Dustin",20,3,11,31,,,,1.0,4.0,7.0,1.0,6.0,,3.0,,9.0,21.0,,,,3.0,,91.0
37,"Menadue, Connor",9,7,5,14,,1.0,,,2.0,4.0,,1.0,,1.0,,5.0,9.0,,1.0,,,,73.0
15,"Moore, Andrew",8,1,10,18,,,,6.0,1.0,,3.0,4.0,1.0,1.0,,9.0,8.0,,,2.0,,,74.0
36,"Moore, Callum",4,3,1,5,1,,,3.0,,2.0,,2.0,,,,1.0,4.0,1.0,1.0,,,,66.0
18,"Rance, Alex",9,4,6,15,,,,1.0,3.0,1.0,1.0,3.0,1.0,1.0,,5.0,11.0,,,5.0,,1.0,98.0
8,"Riewoldt, Jack",7,5,2,9,1,1.0,1.0,1.0,,1.0,1.0,2.0,1.0,,,4.0,5.0,1.0,2.0,,,,82.0
17,"Rioli, Daniel",8,4,8,16,2,,,4.0,,2.0,,,2.0,,,9.0,8.0,1.0,1.0,1.0,1.0,,80.0
45,"Short, Jayden",11,2,1,12,,,,2.0,4.0,1.0,,1.0,,,,,13.0,,,4.0,1.0,,73.0
1,"Vlastuin, Nick",11,8,7,18,,,,2.0,4.0,1.0,,3.0,4.0,2.0,,4.0,14.0,,,5.0,,,84.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,192,100,160,352,6,10.0,24.0,44.0,39.0,40.0,22.0,53.0,22.0,19.0,,119.0,237.0,13.0,11.0,35.0,11.0,2.0,
Opposition,Opposition,233,113,177,410,7,13.0,34.0,65.0,29.0,51.0,24.0,54.0,19.0,22.0,6.0,128.0,276.0,13.0,14.0,30.0,12.0,3.0,
