Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
31,"Alvin, Tom",29y 111d,151 (87-1-63 57.95%),53 (0.35),←,
37,"Bassett, Adrian",24y 152d,27 (14-0-13 51.85%),8 (0.30),←,
16,"Bond, Chris",22y 196d,13 (4-0-9 30.77%),4 (0.31),←,
21,"Bradley, Craig",27y 291d,133 (79-1-53 59.77%),95 (0.71),←,
40,"Cavedon, Andrew",19y 278d,9 (4-0-5 44.44%),7 (0.78),←,
5,"Da Rui, Steven",27y 142d,55 (32-1-22 59.09%),5 (0.09),←,
35,"Dean, Peter",26y 154d,125 (77-1-47 62.00%),15 (0.12),←,
3,"Dennis, Richard",25y 10d,57 (39-0-18 68.42%),40 (0.70),←,
6,"Dorotich, Jon",29y 105d,103 (58-1-44 56.80%),85 (0.83),←,
13,"Hanna, Mil",25y 127d,83 (42-1-40 51.20%),42 (0.51),←,
10,"James, Michael",19y 223d,9 (4-0-5 44.44%),2 (0.22),←,
4,"Kernahan, Stephen",27y 343d,135 (80-1-54 59.63%),359 (2.66),←,
44,"Madden, Justin",30y 71d,223 (136-1-86 61.21%),145 (0.65),178 (106-1-71 59.83%),125 (0.70)
23,"Meldrum, Paul",30y 331d,153 (97-1-55 63.73%),139 (0.91),←,
27,"OSullivan, Luke",23y 135d,24 (10-0-14 41.67%),16 (0.67),←,
19,"Phillips, Andrew",21y 195d,39 (18-1-20 47.44%),25 (0.64),←,
7,"Ratten, Brett",20y 30d,18 (7-0-11 38.89%),4 (0.22),←,
18,"Sartori, Peter",26y 290d,51 (30-0-21 58.82%),108 (2.12),←,
14,"Sexton, Michael",20y 158d,14 (6-0-8 42.86%),1 (0.07),←,
15,"Verbeek, Simon",24y 134d,35 (17-1-17 50.00%),33 (0.94),←,
Totals,Totals,25y 46d,1457 (841-11-605 57.72%),1186 (0.81),,
C,"Parkin, David",48y 332d,302 (174-1-127 57.78%),,139 (87-1-51 62.95%),
