Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
35,"Biglands, Rhett",28y 349d,130 (79-0-51 60.77%),57 (0.44),←,
44,"Bock, Nathan",23y 152d,37 (22-0-15 59.46%),14 (0.38),←,
10,"Bode, Matthew",27y 51d,103 (56-0-47 54.37%),88 (0.85),74 (45-0-29 60.81%),63 (0.85)
4,"Clarke, Matthew",32y 335d,244 (121-2-121 50.00%),34 (0.14),114 (59-0-55 51.75%),15 (0.13)
11,"Doughty, Michael",27y 14d,96 (62-0-34 64.58%),28 (0.29),←,
9,"Edwards, Tyson",30y 13d,239 (131-0-108 54.81%),153 (0.64),←,
36,"Goodwin, Simon",29y 236d,190 (110-0-80 57.89%),112 (0.59),←,
34,"Hart, Ben",32y 41d,310 (166-1-143 53.71%),45 (0.15),←,
37,"Hentschel, Trent",23y 237d,60 (38-0-22 63.33%),83 (1.38),←,
18,"Johncock, Graham",23y 302d,105 (62-0-43 59.05%),79 (0.75),←,
3,"Massie, Kris",26y 81d,105 (61-0-44 58.10%),21 (0.20),62 (35-0-27 56.45%),9 (0.15)
39,"Mattner, Martin",24y 13d,75 (47-0-28 62.67%),13 (0.17),←,
23,"McLeod, Andrew",30y 15d,258 (141-0-117 54.65%),240 (0.93),←,
33,"Reilly, Brent",22y 280d,64 (42-0-22 65.63%),28 (0.44),←,
32,"Ricciuto, Mark",31y 72d,303 (158-1-144 52.31%),280 (0.92),←,
25,"Rutten, Ben",23y 83d,56 (39-0-17 69.64%),5 (0.09),←,
12,"Shirley, Robert",26y 71d,95 (56-0-39 58.95%),20 (0.21),←,
14,"Skipworth, Hayden",23y 175d,44 (25-0-19 56.82%),22 (0.50),←,
27,"Stevens, Scott",24y 216d,53 (24-1-28 46.23%),32 (0.60),28 (14-0-14 50.00%),15 (0.54)
5,"Thompson, Scott",23y 158d,82 (50-0-32 60.98%),63 (0.77),43 (32-0-11 74.42%),46 (1.07)
7,"van Berlo, Nathan",20y 74d,26 (19-0-7 73.08%),3 (0.12),←,
17,"Welsh, Scott",27y 255d,140 (82-0-58 58.57%),243 (1.74),104 (56-0-48 53.85%),213 (2.05)
Totals,Totals,26y 163d,2815 (1591-5-1219 56.52%),1663 (0.59),,
C,"Craig, Neil",50y 220d,54 (37-0-17 68.52%),,←,
