Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
31,"Alvin, Tom",31y 360d,201 (118-2-81 59.20%),86 (0.43),←,
8,"Bond, Troy",20y 276d,3 (2-0-1 66.67%),8 (2.67),←,
21,"Bradley, Craig",30y 175d,184 (109-2-73 59.78%),140 (0.76),←,
20,"Brown, Fraser",23y 241d,70 (36-1-33 52.14%),38 (0.54),←,
39,"Christou, Ang",22y 90d,28 (18-1-9 66.07%),7 (0.25),←,
18,"Cook, James",20y 99d,3 (2-0-1 66.67%),7 (2.33),←,
35,"Dean, Peter",29y 38d,167 (102-1-64 61.38%),22 (0.13),←,
13,"Hanna, Mil",28y 11d,132 (70-2-60 53.79%),55 (0.42),←,
17,"Heaver, Brent",22y 305d,40 (26-1-13 66.25%),71 (1.77),28 (17-1-10 62.50%),59 (2.11)
33,"Hogg, Matthew",25y 116d,99 (49-3-47 51.01%),17 (0.17),40 (25-1-14 63.75%),13 (0.32)
4,"Kernahan, Stephen",30y 227d,179 (107-2-70 60.34%),519 (2.90),←,
43,"Koutoufides, Anthony",21y 88d,18 (8-1-9 47.22%),3 (0.17),←,
15,"Lynn, Tony",25y 352d,8 (3-0-5 37.50%),5 (0.63),2 (2-0-0 100.00%),
44,"Madden, Justin",32y 320d,266 (162-2-102 61.28%),168 (0.63),221 (132-2-87 60.18%),148 (0.67)
5,"McKay, Andrew",23y 276d,26 (17-1-8 67.31%),8 (0.31),←,
10,"Mitchell, Barry",28y 130d,186 (80-2-104 43.55%),225 (1.21),3 (2-0-1 66.67%),3 (1.00)
7,"Ratten, Brett",22y 279d,65 (36-0-29 55.38%),8 (0.12),←,
14,"Sexton, Michael",23y 42d,62 (34-1-27 55.65%),5 (0.08),←,
1,"Silvagni, Stephen",26y 320d,144 (90-1-53 62.85%),113 (0.78),←,
32,"Whitehead, Adrian",18y 234d,2 (2-0-0 100.00%),,←,
2,"Williams, Greg",30y 198d,184 (103-1-80 56.25%),153 (0.83),43 (27-1-15 63.95%),25 (0.58)
Totals,Totals,25y 251d,2067 (1174-24-869 56.80%),1658 (0.80),,
C,"Parkin, David",51y 216d,354 (205-2-147 58.19%),,191 (118-2-71 62.30%),
