Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
8,"Bassett, Nathan",10,3,5,15,1,,2.0,4.0,5.0,1.0,1.0,,1.0,,,3.0,9.0,,2.0,3.0,1.0,,
26,"Bickley, Mark",14,5,11,25,1,,,3.0,1.0,7.0,3.0,1.0,,,,6.0,20.0,1.0,,4.0,,,
10,"Bode, Matthew",6,3,8,14,,1.0,,3.0,,2.0,2.0,,,,,3.0,11.0,,2.0,2.0,,,
24,"Burton, Brett",15,7,2,17,,2.0,,,2.0,2.0,2.0,,1.0,,,5.0,12.0,2.0,,3.0,2.0,,
4,"Clarke, Matthew",3,3,8,11,1,,17.0,1.0,,1.0,6.0,1.0,2.0,1.0,,10.0,4.0,1.0,1.0,2.0,1.0,,
11,"Doughty, Michael",13,6,9,22,,,,2.0,3.0,3.0,2.0,3.0,2.0,1.0,,9.0,15.0,,1.0,2.0,,,
9,"Edwards, Tyson",13,7,6,19,,,,2.0,1.0,4.0,,2.0,1.0,1.0,2.0,10.0,10.0,2.0,,2.0,,,
15,"Fitzgerald, Ryan",4,3,3,7,,2.0,1.0,,,2.0,2.0,2.0,,1.0,,4.0,3.0,,2.0,2.0,,,
36,"Goodwin, Simon",15,3,13,28,,3.0,1.0,3.0,1.0,6.0,7.0,3.0,,,1.0,14.0,14.0,,,1.0,3.0,,
34,"Hart, Ben",16,6,3,19,,2.0,,6.0,1.0,5.0,2.0,4.0,,,,6.0,13.0,,,1.0,1.0,,
18,"Johncock, Graham",10,7,3,13,,,,4.0,4.0,,2.0,,1.0,,,5.0,8.0,,,4.0,,,
31,"Marsh, Ben",5,3,3,8,,,10.0,4.0,,1.0,,1.0,,1.0,,4.0,4.0,1.0,,4.0,,,
3,"Massie, Kris",2,1,2,4,1,1.0,,2.0,,,,,,,,1.0,3.0,1.0,1.0,,,,
16,"McGregor, Ken",,,,,,,1.0,1.0,,,,,,,,,,,,,,,
23,"McLeod, Andrew",22,3,12,34,1,1.0,,3.0,1.0,13.0,5.0,2.0,1.0,,3.0,9.0,24.0,,2.0,1.0,9.0,,
6,"Nelson, Ben",1,1,4,5,,,,5.0,,2.0,1.0,,,,,1.0,4.0,,,1.0,,,
22,"Perrie, Ian",4,2,4,8,2,,,,,,,2.0,2.0,,,7.0,2.0,1.0,2.0,3.0,,,
32,"Ricciuto, Mark",11,4,11,22,1,1.0,,1.0,,5.0,2.0,3.0,,1.0,,8.0,14.0,1.0,,4.0,,,
7,"Smart, Nigel",7,2,2,9,,,,,4.0,,,,,,,4.0,4.0,,,5.0,,,
20,"Stenglein, Tyson",10,6,11,21,1,,1.0,8.0,2.0,2.0,1.0,2.0,1.0,2.0,,5.0,16.0,,1.0,4.0,2.0,,
19,"Stevens, Mark",6,,5,11,3,2.0,,3.0,,1.0,,1.0,1.0,,,8.0,3.0,,,2.0,,,
17,"Welsh, Scott",9,3,6,15,2,1.0,,3.0,,3.0,,5.0,1.0,2.0,,6.0,10.0,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,5.0,,,,,,,,,,,,,,,,,
Totals,Totals,196,78,131,327,14,21.0,33.0,58.0,25.0,60.0,38.0,32.0,14.0,10.0,6.0,128.0,203.0,10.0,14.0,50.0,19.0,,
Opposition,Opposition,164,79,109,273,11,7.0,28.0,48.0,34.0,41.0,31.0,37.0,10.0,14.0,,107.0,172.0,15.0,12.0,49.0,10.0,,
