Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
35,"Bond, Chris",8,,4,12,,,,1.0,,,,,1.0,,,,,,,,,,
22,"Bower, Nathan",2,1,2,4,,1.0,,,,,,,,,,,,,,,,,
17,"Broderick, Paul",4,,4,8,,,,3.0,,,,,,,,,,,,,,,
21,"Bulluss, Paul",7,4,3,10,,,,,,,,,1.0,2.0,,,,,,,,,
9,"Campbell, Wayne",13,3,8,21,,1.0,,1.0,,,,,2.0,,,,,,,,,,
44,"Daffy, Nick",12,1,,12,1,,,,,,,,,,,,,,,,,,
14,"Dear, Greg",3,,3,6,,,3.0,1.0,,,,,3.0,2.0,,,,,,,,,
18,"Edwards, Stuart",1,1,,1,,1.0,,,,,,,,,,,,,,,,,
25,"Gale, Brendon",3,1,1,4,,1.0,,,,,,,1.0,1.0,,,,,,,,,
11,"Gale, Michael",11,3,7,18,,,,1.0,,,,,1.0,2.0,,,,,,,,,
8,"Hernaman, Wayne",2,,1,3,,,,,,,,,1.0,1.0,,,,,,,,,
3,"Kellaway, Duncan",10,2,6,16,,,,5.0,,,,,2.0,,,,,,,,,,
33,"Knights, Matthew",11,1,5,16,1,1.0,,3.0,,,,,,,,,,,,,,,
27,"Maxfield, Stuart",5,1,1,6,,1.0,,1.0,,,,,,1.0,,,,,,,,,
6,"Naish, Chris",4,3,4,8,,,,1.0,,,,,,,,,,,,,,,
19,"Neeld, Mark",3,1,2,5,,,,,,,,,,,,,,,,,,,
7,"Prescott, Ashley",8,2,5,13,,,,,,,,,1.0,2.0,,,,,,,,,
12,"Richardson, Matthew",13,6,2,15,4,3.0,,1.0,,,,,2.0,2.0,,,,,,,,,
4,"Rogers, Matthew",8,3,3,11,,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,
5,"Tape, Jamie",10,3,2,12,,,,,,,,,1.0,,,,,,,,,,
41,"Turner, Scott",6,4,3,9,,1.0,2.0,,,,,,1.0,2.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,144,40,66,210,6,12.0,5.0,19.0,,,,,18.0,16.0,,,,,,,,,
Opposition,Opposition,197,64,175,372,25,11.0,18.0,37.0,,,,,16.0,18.0,6.0,,,,,,,,
