Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
22,"Bain, David",18,5,4,22,,2.0,,2.0,,,,,,1.0,,,,,,,,,
19,"Edwards, Bradley",6,4,5,11,,,,2.0,,,,,1.0,1.0,,,,,,,,,
4,"Gastev, John",17,5,5,22,,,,1.0,,,,,,2.0,,,,,,,,,
5,"Hardie, Brad",12,3,3,15,2,1.0,,,,,,,1.0,3.0,,,,,,,,,
49,"Harris, Ben",3,3,2,5,,,,1.0,,,,,1.0,1.0,,,,,,,,,
47,"Harris, Bernie",16,3,7,23,,2.0,,,,,,,3.0,2.0,,,,,,,,,
9,"Ishchenko, Alex",6,4,6,12,,,10.0,1.0,,,,,2.0,,,,,,,,,,
35,"Keane, Gavin",11,6,8,19,,,,1.0,,,,,1.0,,,,,,,,,,
36,"Kennedy, Michael",7,2,5,12,,,,3.0,,,,,1.0,1.0,,,,,,,,,
17,"Leslie, Martin",12,8,12,24,,,,1.0,,,,,3.0,,,,,,,,,,
7,"McIvor, Scott",14,8,9,23,,,,2.0,,,,,,1.0,,,,,,,,,
24,"Merrett, Roger",10,4,2,12,4,,2.0,1.0,,,,,4.0,3.0,,,,,,,,,
28,"OBrien, Cameron",1,,2,3,,,,1.0,,,,,,1.0,,,,,,,,,
8,"Richardson, Michael",14,4,4,18,,,,,,,,,3.0,,,,,,,,,,
27,"Roberts, Mark",11,2,2,13,,,,,,,,,3.0,2.0,,,,,,,,,
6,"Rowe, Brad",10,1,4,14,,1.0,,1.0,,,,,,2.0,,,,,,,,,
20,"Sim, Lachlan",3,,,3,,,,,,,,,,,,,,,,,,,
2,"Williams, Mark",10,,6,16,2,,,,,,,,2.0,,,,,,,,,,
37,"Withers, Mark",4,2,8,12,,,,1.0,,,,,1.0,,,,,,,,,,
21,"Zanotti, Mark",18,4,2,20,,1.0,,,,,,,,3.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,203,68,96,299,8,8.0,12.0,18.0,,,,,26.0,23.0,,,,,,,,,
Opposition,Opposition,226,76,145,371,19,11.0,19.0,24.0,,,,,23.0,26.0,6.0,,,,,,,,
