Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Bonar, Aiden",8,3,8,16,2,,,6.0,1.0,5.0,4.0,2.0,3.0,1.0,,8.0,9.0,1.0,1.0,2.0,,,79.0
21,"Buntine, Matt",9,6,8,17,,,,,3.0,,1.0,2.0,,,,5.0,11.0,2.0,,6.0,,,86.0
18,"Cameron, Jeremy",14,8,3,17,4,1.0,,1.0,,2.0,,4.0,,3.0,,6.0,13.0,2.0,4.0,,,,93.0
3,"Coniglio, Stephen",21,6,15,36,2,,,6.0,2.0,6.0,8.0,3.0,,1.0,2.0,13.0,24.0,,1.0,,,2.0,93.0
16,"Daniels, Brent",3,1,7,10,2,,,4.0,,1.0,,1.0,1.0,1.0,,6.0,4.0,,,1.0,,1.0,79.0
1,"Davis, Phil",11,8,6,17,,,,1.0,6.0,2.0,,3.0,3.0,1.0,,7.0,10.0,2.0,,6.0,,,99.0
24,"de Boer, Matt",8,6,10,18,2,2.0,,5.0,1.0,2.0,2.0,1.0,1.0,1.0,,6.0,12.0,,1.0,,,1.0,90.0
7,"Deledio, Brett",3,1,3,6,,,,1.0,,2.0,,1.0,,,,1.0,5.0,,,,,1.0,27.0
4,"Greene, Toby",3,2,1,4,,,,,,1.0,,,1.0,,,1.0,3.0,,1.0,1.0,,,45.0
19,"Haynes, Nick",7,3,4,11,,,,,2.0,1.0,,,,,,2.0,8.0,,,5.0,,,88.0
27,"Himmelberg, Harry",4,4,11,15,3,,,1.0,1.0,,,,,,,7.0,8.0,1.0,3.0,4.0,,4.0,96.0
2,"Hopper, Jacob",14,6,17,31,1,1.0,,5.0,,4.0,5.0,3.0,,3.0,,15.0,16.0,,1.0,,,3.0,89.0
22,"Kelly, Josh",29,7,12,41,,1.0,,5.0,,16.0,10.0,1.0,,,3.0,22.0,21.0,,1.0,2.0,2.0,4.0,95.0
40,"Kennedy, Adam",14,9,12,26,2,,,2.0,1.0,5.0,,1.0,,,,5.0,21.0,,,,3.0,1.0,85.0
17,"Langdon, Zac",6,3,4,10,1,,,7.0,,,,3.0,1.0,1.0,,4.0,4.0,,1.0,,,,89.0
37,"Lobb, Rory",10,5,1,11,,1.0,10.0,6.0,2.0,3.0,1.0,4.0,4.0,2.0,,5.0,7.0,,2.0,1.0,,,94.0
23,"Shaw, Heath",18,2,1,19,,,,2.0,10.0,,,7.0,3.0,2.0,,7.0,12.0,,,1.0,,,94.0
26,"Simpson, Dawson",3,1,5,8,,,23.0,2.0,1.0,,3.0,2.0,2.0,2.0,,8.0,,1.0,,2.0,,,51.0
15,"Taylor, Sam",2,2,3,5,,,,,1.0,,,,,,,,5.0,,,1.0,,,48.0
20,"Tomlinson, Adam",17,4,4,21,3,,5.0,4.0,,4.0,3.0,2.0,,,,6.0,14.0,1.0,1.0,1.0,,1.0,89.0
8,"Ward, Callan",19,7,15,34,,2.0,,9.0,1.0,5.0,9.0,6.0,3.0,3.0,1.0,16.0,18.0,,1.0,1.0,,2.0,89.0
6,"Whitfield, Lachie",19,6,9,28,1,1.0,,5.0,2.0,6.0,1.0,2.0,1.0,1.0,,6.0,21.0,,,3.0,,,90.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,242,100,159,401,23,13.0,38.0,72.0,34.0,65.0,47.0,48.0,23.0,22.0,6.0,156.0,246.0,10.0,18.0,37.0,5.0,20.0,
Opposition,Opposition,181,75,125,306,7,4.0,41.0,67.0,39.0,43.0,27.0,65.0,22.0,23.0,,120.0,178.0,7.0,9.0,55.0,9.0,3.0,
