Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
26,"Bickley, Mark",27y 315d,130 (60-0-70 46.15%),39 (0.30),←,
44,"Caven, Peter",27y 30d,86 (34-0-52 39.53%),40 (0.47),29 (13-0-16 44.83%),19 (0.66)
19,"Chalmers, Brett",24y 53d,45 (17-1-27 38.89%),7 (0.16),←,
14,"Connell, Matthew",24y 316d,42 (13-0-29 30.95%),10 (0.24),39 (11-0-28 28.21%),10 (0.26)
9,"Edwards, Tyson",20y 313d,41 (19-0-22 46.34%),13 (0.32),←,
13,"Ellen, Shane",24y 165d,29 (10-0-19 34.48%),3 (0.10),18 (5-0-13 27.78%),2 (0.11)
34,"Hart, Ben",22y 341d,119 (55-1-63 46.64%),24 (0.20),←,
35,"Jameson, Rod",26y 350d,119 (58-1-60 49.16%),86 (0.72),←,
3,"Jarman, Darren",30y 138d,138 (80-0-58 57.97%),177 (1.28),29 (15-0-14 51.72%),55 (1.90)
28,"Johnson, Kane",19y 92d,14 (8-0-6 57.14%),4 (0.29),←,
5,"Koster, Kym",24y 134d,57 (32-1-24 57.02%),21 (0.37),19 (12-0-7 63.16%),8 (0.42)
27,"Liptak, Matthew",27y 46d,109 (54-1-54 50.00%),124 (1.14),←,
23,"McLeod, Andrew",20y 315d,46 (21-0-25 45.65%),43 (0.93),←,
6,"Modra, Tony",28y 106d,97 (42-1-54 43.81%),393 (4.05),←,
21,"Ormond-Allen, Trent",21y 4d,19 (10-0-9 52.63%),1 (0.05),11 (6-0-5 54.55%),
15,"Pittman, David",28y 112d,85 (38-1-46 45.29%),21 (0.25),←,
52,"Rehn, Shaun",25y 302d,78 (41-1-36 53.21%),27 (0.35),←,
32,"Ricciuto, Mark",22y 7d,95 (42-1-52 44.74%),58 (0.61),←,
10,"Robran, Matthew",26y 88d,54 (26-0-28 48.15%),51 (0.94),47 (22-0-25 46.81%),46 (0.98)
12,"Tregenza, Simon",26y 98d,97 (49-1-47 51.03%),16 (0.16),←,
30,"Vardy, Peter",21y 140d,19 (8-0-11 42.11%),18 (0.95),←,
Totals,Totals,24y 287d,1519 (717-10-792 47.20%),1176 (0.77),,
C,"Blight, Malcolm",47y 119d,173 (102-0-71 58.96%),,12 (7-0-5 58.33%),
