Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
30,"Adams, Taylor",18y 347d,15 (2-0-13 13.33%),5 (0.33),←,
10,"Brogan, Dean",33y 262d,183 (100-1-82 54.92%),50 (0.27),9 (1-0-8 11.11%),
21,"Buntine, Matt",18y 318d,6 (1-0-5 16.67%),,←,
24,"Clifton, Steve",25y 97d,5 (0-0-5 0.00%),1 (0.20),←,
11,"Cornes, Chad",32y 294d,255 (135-1-119 53.14%),179 (0.70),16 (2-0-14 12.50%),4 (0.25)
1,"Davis, Phil",22y 2d,40 (13-0-27 32.50%),6 (0.15),22 (2-0-20 9.09%),5 (0.23)
4,"Folau, Israel",23y 151d,13 (1-0-12 7.69%),2 (0.15),←,
26,"Giles, Jonathan",24y 237d,20 (2-0-18 10.00%),18 (0.90),←,
35,"Greene, Toby",18y 342d,19 (2-0-17 10.53%),8 (0.42),←,
2,"Hampton, Curtly",19y 175d,17 (1-0-16 5.88%),6 (0.35),←,
19,"Haynes, Nick",20y 106d,8 (0-0-8 0.00%),1 (0.13),←,
36,"Hombsch, Jack",19y 178d,9 (0-0-9 0.00%),,←,
33,"Hoskin-Elliott, Will",18y 365d,10 (1-0-9 10.00%),9 (0.90),←,
40,"Kennedy, Adam",20y 51d,15 (2-0-13 13.33%),,←,
38,"McDonald, James",35y 332d,264 (103-1-160 39.20%),60 (0.23),13 (0-0-13 0.00%),4 (0.31)
7,"Palmer, Rhys",23y 201d,68 (22-0-46 32.35%),32 (0.47),15 (1-0-14 6.67%),9 (0.60)
6,"Power, Luke",32y 237d,302 (154-3-145 51.49%),226 (0.75),20 (2-0-18 10.00%),
9,"Scully, Tom",21y 109d,50 (15-1-34 31.00%),10 (0.20),19 (2-0-17 10.53%),4 (0.21)
34,"Smith, Devon",19y 104d,20 (2-0-18 10.00%),10 (0.50),←,
17,"Treloar, Adam",19y 176d,18 (2-0-16 11.11%),12 (0.67),←,
29,"Tyson, Dom",19y 85d,10 (1-0-9 10.00%),4 (0.40),←,
8,"Ward, Callan",22y 144d,80 (34-0-46 42.50%),41 (0.51),20 (2-0-18 10.00%),8 (0.40)
Totals,Totals,23y 80d,1427 (593-7-827 41.56%),680 (0.48),,
C,"Sheedy, Kevin",64y 252d,656 (388-6-262 59.60%),,22 (2-0-20 9.09%),
