Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
16,"Brownless, Bill",14,7,4,18,,,,1.0,,,,,2.0,,1.0,,,,,,,,
36,"Cameron, David",5,2,3,8,,1.0,,,,,,,,2.0,,,,,,,,,
13,"Cameron, Gary",6,2,7,13,1,3.0,,,,,,,,2.0,,,,,,,,,
7,"Couch, Paul",13,4,5,18,,2.0,,1.0,,,,,,2.0,,,,,,,,,
28,"Darcy, Tim",5,1,7,12,,,,,,,,,,1.0,,,,,,,,,
17,"Exell, Gavin",4,2,5,9,,,,,,,,,,1.0,,,,,,,,,
14,"Flanigan, Darren",8,7,3,11,,,11.0,,,,,,3.0,1.0,,,,,,,,,
4,"Fletcher, Adrian",13,1,10,23,,1.0,,1.0,,,,,5.0,2.0,,,,,,,,,
39,"Hinkley, Ken",12,4,1,13,5,2.0,,1.0,,,,,2.0,1.0,,,,,,,,,
32,"Hocking, Garry",15,4,6,21,,2.0,,,,,,,3.0,3.0,,,,,,,,,
1,"Hocking, Steve",,,,,,,,,,,,,,1.0,,,,,,,,,
2,"Lindner, Bruce",5,1,5,10,3,,,2.0,,,,,2.0,1.0,,,,,,,,,
12,"Malakellis, Spiro",11,4,2,13,1,2.0,,1.0,,,,,,3.0,,,,,,,,,
38,"McCrabb, Austin",9,1,2,11,1,,,,,,,,2.0,1.0,,,,,,,,,
11,"Morgan, Darren",10,2,11,21,,,,1.0,,,,,1.0,1.0,,,,,,,,,
24,"Poole, Trevor",10,2,3,13,,,,,,,,,1.0,,,,,,,,,,
20,"Rogers, Andrew",2,1,5,7,,,,1.0,,,,,,2.0,,,,,,,,,
23,"Schulze, Michael",4,3,,4,2,2.0,,,,,,,,,,,,,,,,,
8,"Scott, Robert",9,,3,12,,,,,,,,,,1.0,,,,,,,,,
26,"Stoneham, Barry",11,5,3,14,,1.0,,4.0,,,,,1.0,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,166,53,85,251,13,20.0,11.0,13.0,,,,,22.0,25.0,1.0,,,,,,,,
Opposition,Opposition,198,69,93,291,15,17.0,14.0,29.0,,,,,25.0,22.0,5.0,,,,,,,,
