North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
13,"Adams, Leigh",4,1,8,12,,1.0,,3.0,1.0,2.0,1.0,2.0,,2.0,,4.0,7.0,,,3.0,,,79.0
4 ↑,"Anthony, Liam",7,4,7,14,,1.0,,2.0,1.0,,,1.0,1.0,,,3.0,11.0,,,,,,46.0
18,"Atley, Shaun",6,3,9,15,,,,2.0,2.0,2.0,,2.0,1.0,,,4.0,12.0,,,2.0,3.0,1.0,85.0
3,"Bastinac, Ryan",11,3,6,17,2,,,3.0,1.0,4.0,,5.0,,2.0,,6.0,11.0,,,,,,80.0
35,"Black, Aaron",6,2,5,11,1,,,3.0,,3.0,,1.0,,,,,11.0,,,,,,91.0
10,"Cunnington, Ben",12,1,5,17,1,,,7.0,,1.0,8.0,1.0,2.0,1.0,,11.0,6.0,,,1.0,,,78.0
15,"Dal Santo, Nick",5,,9,14,,1.0,1.0,1.0,1.0,3.0,2.0,,,,,8.0,7.0,,,7.0,,1.0,83.0
38 ↓,"Daw, Majak",1,1,3,4,,1.0,1.0,2.0,,2.0,,2.0,,2.0,,2.0,3.0,,,,1.0,,37.0
11,"Firrito, Michael",10,1,1,11,,,,3.0,4.0,2.0,1.0,1.0,2.0,1.0,,4.0,6.0,1.0,,7.0,1.0,,89.0
43,"Gibson, Sam",9,4,8,17,,1.0,,7.0,4.0,2.0,,1.0,4.0,,,4.0,13.0,,,2.0,,,87.0
22,"Goldstein, Todd",5,6,15,20,1,,43.0,5.0,,4.0,1.0,2.0,1.0,1.0,,14.0,6.0,2.0,1.0,6.0,,,90.0
24,"Greenwood, Levi",15,6,14,29,1,,,5.0,1.0,4.0,3.0,4.0,1.0,3.0,,8.0,22.0,,,2.0,,1.0,80.0
6,"Hansen, Lachlan",10,7,9,19,,,,1.0,2.0,,,3.0,1.0,,,7.0,11.0,2.0,,2.0,,,91.0
29,"Harvey, Brent",13,6,12,25,3,2.0,,5.0,2.0,4.0,2.0,2.0,1.0,1.0,3.0,9.0,14.0,,1.0,1.0,,4.0,98.0
21,"McDonald, Luke",8,3,8,16,,,,3.0,1.0,3.0,2.0,4.0,3.0,1.0,,7.0,9.0,,,4.0,,1.0,85.0
41,"Mullett, Aaron",9,1,6,15,,1.0,,,2.0,4.0,3.0,2.0,,,,6.0,7.0,,,,,,79.0
28,"Nahas, Robin",10,6,8,18,2,,,4.0,2.0,3.0,,2.0,3.0,1.0,,7.0,14.0,1.0,1.0,1.0,1.0,,83.0
20,"Petrie, Drew",12,6,3,15,4,1.0,,1.0,1.0,2.0,,3.0,2.0,3.0,,10.0,5.0,3.0,4.0,3.0,,2.0,96.0
9,"Swallow, Andrew",14,3,15,29,,1.0,,7.0,2.0,1.0,9.0,4.0,4.0,1.0,2.0,16.0,13.0,,,2.0,,,82.0
16,"Thompson, Scott",3,,3,6,,,,2.0,,,,3.0,1.0,3.0,,3.0,3.0,,,7.0,1.0,,100.0
19,"Wright, Sam",9,1,6,15,,,,3.0,3.0,1.0,,1.0,,,,1.0,12.0,,,2.0,2.0,1.0,83.0
7,"Ziebell, Jack",12,6,6,18,2,1.0,,7.0,1.0,2.0,4.0,,2.0,,,9.0,9.0,1.0,2.0,1.0,1.0,1.0,80.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,191,71,166,357,17,14.0,45.0,76.0,31.0,49.0,36.0,46.0,29.0,22.0,5.0,143.0,212.0,10.0,9.0,53.0,10.0,12.0,
Opposition,Opposition,191,93,164,355,13,10.0,35.0,64.0,30.0,49.0,32.0,51.0,22.0,28.0,1.0,120.0,229.0,10.0,9.0,44.0,6.0,6.0,
