Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
35,"Bond, Chris",27y 78d,82 (40-1-41 49.39%),27 (0.33),60 (32-1-27 54.17%),19 (0.32)
32,"Bourke, David",20y 95d,18 (13-0-5 72.22%),1 (0.06),←,
22,"Bower, Nathan",23y 310d,54 (26-1-27 49.07%),18 (0.33),←,
17,"Broderick, Paul",26y 101d,143 (69-1-73 48.60%),114 (0.80),50 (30-1-19 61.00%),34 (0.68)
21,"Bulluss, Paul",26y 81d,54 (20-1-33 37.96%),12 (0.22),←,
9,"Campbell, Wayne",23y 203d,100 (43-1-56 43.50%),62 (0.62),←,
15,"Charles, Justin",25y 198d,56 (30-2-24 55.36%),36 (0.64),20 (12-1-7 62.50%),12 (0.60)
10,"Daffy, Nick",22y 338d,52 (31-1-20 60.58%),66 (1.27),←,
18,"Edwards, Stuart",23y 267d,46 (25-0-21 54.35%),52 (1.13),←,
25,"Gale, Brendon",27y 270d,125 (51-1-73 41.20%),132 (1.06),←,
1,"Gale, Michael",29y 114d,143 (63-1-79 44.41%),40 (0.28),38 (22-1-15 59.21%),11 (0.29)
2,"Gaspar, Darren",19y 329d,23 (9-0-14 39.13%),1 (0.04),2 (2-0-0 100.00%),
16,"Holland, Ben",18y 339d,1 (1-0-0 100.00%),,←,
3,"Kellaway, Duncan",23y 56d,60 (33-1-26 55.83%),,←,
8,"Merenda, Mark",20y 167d,25 (17-0-8 68.00%),6 (0.24),←,
6,"Naish, Chris",24y 199d,112 (46-1-65 41.52%),167 (1.49),←,
7,"Prescott, Ashley",23y 215d,36 (21-1-14 59.72%),1 (0.03),←,
12,"Richardson, Matthew",21y 25d,45 (23-0-22 51.11%),127 (2.82),←,
4,"Rogers, Matthew",22y 140d,45 (26-1-18 58.89%),43 (0.96),←,
5,"Tape, Jamie",22y 8d,49 (29-1-19 60.20%),3 (0.06),←,
29,"Torney, Jason",18y 302d,7 (4-1-2 64.29%),2 (0.29),←,
Totals,Totals,23y 148d,1276 (620-16-640 48.59%),910 (0.71),,
C,"Walls, Robert",45y 267d,311 (147-2-162 47.59%),,3 (2-0-1 66.67%),
