Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
10,"Bateman, Chance",24y 320d,60 (25-0-35 41.67%),20 (0.33),←,
30,"Brown, Campbell",22y 252d,58 (21-0-37 36.21%),31 (0.53),←,
39,"Campbell, Robert",23y 339d,38 (17-0-21 44.74%),4 (0.11),←,
25,"Clarke, Tim",24y 35d,74 (31-0-43 41.89%),27 (0.36),←,
9,"Crawford, Shane",31y 240d,259 (123-2-134 47.88%),199 (0.77),←,
24,"Croad, Trent",26y 59d,170 (77-1-92 45.59%),172 (1.01),132 (57-1-74 43.56%),112 (0.85)
26,"Dawson, Zac",20y 74d,8 (4-0-4 50.00%),,←,
19,"Dixon, Ben",28y 327d,169 (82-1-86 48.82%),228 (1.35),←,
1,"Everitt, Peter",32y 4d,244 (93-2-149 38.52%),365 (1.50),64 (20-0-44 31.25%),65 (1.02)
18,"Guerra, Brent",23y 343d,102 (73-0-29 71.57%),84 (0.82),6 (4-0-2 66.67%),1 (0.17)
15,"Hodge, Luke",21y 326d,72 (29-0-43 40.28%),46 (0.64),←,
8,"Jacobs, Danny",25y 316d,114 (64-1-49 56.58%),28 (0.25),33 (10-0-23 30.30%),5 (0.15)
4,"Ladson, Rick",22y 78d,36 (12-0-24 33.33%),20 (0.56),←,
3,"Lewis, Jordan",20y 13d,25 (9-0-16 36.00%),4 (0.16),←,
5,"Mitchell, Sam",23y 207d,70 (28-0-42 40.00%),15 (0.21),←,
16,"Ries, Nick",23y 297d,74 (30-0-44 40.54%),18 (0.24),←,
2,"Roughead, Jarryd",19y 104d,22 (9-0-13 40.91%),7 (0.32),←,
12,"Sewell, Brad",22y 94d,24 (6-0-18 25.00%),,←,
11,"Smith, Joel",29y 4d,191 (86-1-104 45.29%),87 (0.46),133 (57-1-75 43.23%),36 (0.27)
21,"Vandenberg, Richard",29y 113d,127 (54-1-72 42.91%),55 (0.43),←,
6,"Williams, Mark",23y 24d,58 (18-0-40 31.03%),127 (2.19),←,
45,"Young, Clinton",20y 80d,13 (6-0-7 46.15%),5 (0.38),←,
Totals,Totals,24y 182d,2008 (897-9-1102 44.67%),1542 (0.77),,
C,"Clarkson, Alastair",38y 10d,28 (9-0-19 32.14%),,←,
