Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
22,"Addison, Dylan",23y 220d,57 (35-1-21 62.28%),11 (0.19),←,
5,"Boyd, Matthew",28y 261d,170 (87-2-81 51.76%),59 (0.35),←,
17,"Cooney, Adam",25y 227d,162 (86-2-74 53.70%),140 (0.86),←,
4,"Cross, Daniel",28y 46d,165 (83-3-79 51.21%),26 (0.16),←,
13,"Giansiracusa, Daniel",29y 65d,198 (94-4-100 48.48%),214 (1.08),←,
9,"Gilbee, Lindsay",29y 311d,194 (99-2-93 51.55%),116 (0.60),←,
1,"Grant, Jarrad",21y 313d,28 (16-0-12 57.14%),39 (1.39),←,
16,"Griffen, Ryan",24y 292d,128 (73-1-54 57.42%),81 (0.63),←,
25,"Hargrave, Ryan",29y 293d,187 (92-4-91 50.27%),36 (0.19),←,
20,"Hill, Josh",22y 116d,61 (38-1-22 63.11%),75 (1.23),←,
15,"Hudson, Ben",32y 80d,132 (81-1-50 61.74%),15 (0.11),77 (49-1-27 64.29%),9 (0.12)
19,"Jones, Liam",20y 80d,10 (5-0-5 50.00%),11 (1.10),←,
21,"Liberatore, Tom",18y 364d,6 (3-0-3 50.00%),2 (0.33),←,
37,"Markovic, Lukas",24y 130d,7 (3-0-4 42.86%),,←,
27,"Minson, Will",26y 34d,109 (62-1-46 57.34%),60 (0.55),←,
44,"Moles, Brodie",25y 189d,16 (10-0-6 62.50%),10 (0.63),←,
38,"Morris, Dale",28y 137d,140 (81-2-57 58.57%),3 (0.02),←,
2,"Murphy, Robert",28y 340d,195 (89-4-102 46.67%),149 (0.76),←,
42,"Picken, Liam",24y 287d,50 (30-0-20 60.00%),18 (0.36),←,
10,"Sherman, Justin",24y 109d,121 (51-3-67 43.39%),94 (0.78),7 (3-0-4 42.86%),9 (1.29)
18,"Stack, Brennan",22y 354d,17 (11-0-6 64.71%),14 (0.82),←,
14,"Ward, Callan",21y 35d,45 (26-0-19 57.78%),24 (0.53),←,
Totals,Totals,25y 195d,2198 (1155-31-1012 52.55%),1197 (0.54),,
C,"Eade, Rodney",53y 41d,302 (165-4-133 55.30%),,150 (84-2-64 56.67%),
