Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
30,"Bayes, Mark",9,4,4,13,,,,,,,,,2.0,1.0,2.0,,,,,,,,
13,"Brunton, Neil",14,2,7,21,1,,,4.0,,,,,1.0,,,,,,,,,,
21,"Bryce, Paul",10,2,2,12,1,1.0,,,,,,,,2.0,,,,,,,,,
28,"Cresswell, Daryn",15,6,7,22,2,1.0,,,,,,,1.0,,,,,,,,,,
5,"Daniels, Jayson",4,1,11,15,,,,2.0,,,,,1.0,1.0,,,,,,,,,
6,"Dunkley, Andrew",9,7,11,20,,1.0,2.0,6.0,,,,,3.0,2.0,,,,,,,,,
11,"Kappler, Darren",10,1,6,16,,1.0,,1.0,,,,,,2.0,,,,,,,,,
14,"Kelly, Paul",9,,4,13,,,,2.0,,,,,2.0,5.0,,,,,,,,,
1,"Lawson, Jamie",8,1,6,14,,1.0,,4.0,,,,,2.0,2.0,,,,,,,,,
48,"McMahon, Gavin",6,,4,10,,,,3.0,,,,,,3.0,,,,,,,,,
4,"McRae, Dean",11,4,6,17,1,1.0,,1.0,,,,,1.0,4.0,,,,,,,,,
8,"Minton-Connell, Simon",10,5,3,13,5,3.0,,3.0,,,,,2.0,1.0,,,,,,,,,
17,"Mooney, Jason",9,4,3,12,,,1.0,1.0,,,,,1.0,3.0,,,,,,,,,
35,"Murphy, David",8,1,4,12,1,,,4.0,,,,,,1.0,,,,,,,,,
23,"Neill, Robert",16,3,8,24,1,1.0,,3.0,,,,,2.0,,,,,,,,,,
44,"Osborne, Richard",12,1,4,16,2,3.0,,2.0,,,,,4.0,1.0,,,,,,,,,
22,"Rose, Gavin",7,3,9,16,,,15.0,1.0,,,,,,3.0,3.0,,,,,,,,
45,"Stafford, Greg",,1,,,,,,,,,,,,2.0,,,,,,,,,
10,"Watters, Scott",7,,9,16,1,,,,,,,,,,,,,,,,,,
9,"Werner, Michael",10,2,5,15,1,,1.0,,,,,,3.0,2.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,184,48,113,297,16,14.0,19.0,37.0,,,,,25.0,35.0,5.0,,,,,,,,
Opposition,Opposition,191,64,112,303,16,15.0,25.0,41.0,,,,,35.0,25.0,1.0,,,,,,,,
