Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
14,"Aish, James",23y 246d,80 (33-0-47 41.25%),23 (0.29),48 (25-0-23 52.08%),15 (0.31)
17,"Brown, Callum",21y 76d,27 (14-0-13 51.85%),10 (0.37),←,
46,"Cox, Mason",28y 120d,55 (31-0-24 56.36%),70 (1.27),←,
25,"Crisp, Jack",25y 283d,126 (63-1-62 50.40%),46 (0.37),108 (56-1-51 52.31%),36 (0.33)
39,"Crocker, Ben",22y 143d,24 (12-0-12 50.00%),18 (0.75),←,
2,"de Goey, Jordan",23y 119d,85 (46-1-38 54.71%),116 (1.36),←,
5,"Elliott, Jamie",26y 325d,98 (57-1-40 58.67%),150 (1.53),←,
19,"Greenwood, Levi",30y 143d,147 (77-2-68 53.06%),56 (0.38),73 (37-1-35 51.37%),30 (0.41)
4,"Grundy, Brodie",25y 88d,124 (67-1-56 54.44%),41 (0.33),←,
32,"Hoskin-Elliott, Will",25y 313d,111 (46-1-64 41.89%),113 (1.02),59 (34-1-24 58.47%),71 (1.20)
37,"Maynard, Brayden",22y 295d,89 (44-1-44 50.00%),14 (0.16),←,
16,"Mayne, Chris",30y 252d,209 (118-1-90 56.70%),206 (0.99),37 (23-0-14 62.16%),10 (0.27)
41,"Mihocek, Brody",26y 158d,32 (22-0-10 68.75%),53 (1.66),←,
30,"Moore, Darcy",23y 168d,68 (29-1-38 43.38%),61 (0.90),←,
49,"Noble, John",22y 109d,1 (1-0-0 100.00%),,←,
10,"Pendlebury, Scott",31y 186d,293 (178-2-113 61.09%),170 (0.58),←,
21,"Phillips, Tom",23y 66d,66 (38-1-27 58.33%),37 (0.56),←,
35,"Quaynor, Isaac",19y 178d,2 (1-0-1 50.00%),,←,
23,"Roughead, Jordan",28y 251d,154 (74-0-80 48.05%),34 (0.22),16 (11-0-5 68.75%),
22,"Sidebottom, Steele",28y 191d,227 (140-3-84 62.33%),157 (0.69),←,
36,"Sier, Brayden",21y 212d,17 (11-0-6 64.71%),3 (0.18),←,
7,"Treloar, Adam",26y 125d,155 (60-1-94 39.03%),94 (0.61),76 (40-1-35 53.29%),46 (0.61)
Totals,Totals,25y 134d,2190 (1162-17-1011 53.06%),1472 (0.67),,
C,"Buckley, Nathan",46y 351d,178 (98-1-79 55.34%),,←,
