Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
18,"Cameron, Leon",13.0,7.0,2.0,15.0,,,,1.0,,,,,1.0,,,,,,,,,,
21,"Campbell, Tony",2.0,2.0,,2.0,,,,,,,,,,2.0,,,,,,,,,
11,"Curley, Todd",4.0,1.0,,4.0,,,,,,,,,,,,,,,,,,,
14,"Darcy, Luke",6.0,,1.0,7.0,,,7.0,1.0,,,,,1.0,2.0,,,,,,,,,
3,"Grant, Chris",11.0,7.0,2.0,13.0,2.0,,,2.0,,,,,,,,,,,,,,,
1,"Grgic, Ilija",3.0,1.0,,3.0,,1.0,,,,,,,,1.0,,,,,,,,,
37,"Hargraves, Daniel",4.0,3.0,,4.0,,1.0,2.0,,,,,,,1.0,,,,,,,,,
6,"Johnson, Brad",16.0,7.0,6.0,22.0,,1.0,,1.0,,,,,1.0,,,,,,,,,,
4,"Kellett, Nigel",16.0,2.0,4.0,20.0,,,,3.0,,,,,2.0,,,,,,,,,,
2,"Kolyniuk, Steven",8.0,1.0,5.0,13.0,,,,2.0,,,,,2.0,2.0,,,,,,,,,
35,"Kretiuk, Steven",8.0,3.0,1.0,9.0,,,,,,,,,2.0,3.0,,,,,,,,,
39,"Liberatore, Tony",6.0,,7.0,13.0,,,,3.0,,,,,1.0,1.0,,,,,,,,,
23,"Martin, Michael",8.0,6.0,3.0,11.0,1.0,,,,,,,,,1.0,,,,,,,,,
22,"Quill, Peter",7.0,4.0,7.0,14.0,,,,2.0,,,,,,1.0,,,,,,,,,
36,"Romero, Jose",12.0,3.0,4.0,16.0,2.0,,,2.0,,,,,1.0,,,,,,,,,,
5,"Smith, Rohan",17.0,3.0,5.0,22.0,2.0,,,2.0,,,,,1.0,,,,,,,,,,
24,"Wallis, Stephen",6.0,2.0,2.0,8.0,,1.0,,1.0,,,,,1.0,2.0,,,,,,,,,
25,"Watts, Jason",5.0,2.0,2.0,7.0,3.0,1.0,,,,,,,1.0,2.0,,,,,,,,,
7,"West, Scott",,,,,,,,,,,,,,,,,,,,,,,
45,"Wira, Brad",15.0,4.0,6.0,21.0,,,,,,,,,2.0,,,,,,,,,,
15,"Wynd, Scott",2.0,1.0,10.0,12.0,,,11.0,,,,,,,3.0,,,,,,,,,
Totals,Totals,169.0,59.0,67.0,236.0,10.0,5.0,20.0,20.0,,,,,16.0,21.0,,,,,,,,,
Opposition,Opposition,224.0,114.0,97.0,321.0,20.0,12.0,24.0,33.0,,,,,21.0,16.0,6.0,,,,,,,,
