Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
7,"Ash, Lachie",19y 342d,23 (12-0-11 52.17%),1 (0.04),←,
46,"Brown, Callum",20y 287d,1 (0-0-1 0.00%),,←,
44,"Buckley, Jack",23y 163d,13 (5-0-8 38.46%),,←,
21,"Buntine, Matt",27y 222d,66 (34-0-32 51.52%),3 (0.05),←,
13,"Cumming, Isaac",22y 291d,21 (10-0-11 47.62%),,←,
31,"Finlayson, Jeremy",25y 109d,60 (34-2-24 58.33%),80 (1.33),←,
30,"Flynn, Matt",23y 258d,7 (1-0-6 14.29%),3 (0.43),←,
12,"Green, Tom",20y 126d,16 (8-0-8 50.00%),8 (0.50),←,
19,"Haynes, Nick",29y 11d,153 (74-3-76 49.35%),9 (0.06),←,
37,"Hill, Bobby",21y 109d,24 (12-0-12 50.00%),20 (0.83),←,
27,"Himmelberg, Harry",25y 21d,92 (55-1-36 60.33%),105 (1.14),←,
2,"Hopper, Jacob",24y 112d,95 (56-1-38 59.47%),37 (0.39),←,
39,"Idun, Connor",20y 304d,13 (6-0-7 46.15%),,←,
22,"Kelly, Josh",26y 106d,143 (79-2-62 55.94%),93 (0.65),←,
38,"Lloyd, Daniel",29y 100d,55 (30-3-22 57.27%),41 (0.75),←,
41,"Mumford, Shane",34y 328d,208 (135-4-69 65.87%),53 (0.25),108 (66-2-40 62.04%),14 (0.13)
33,"OHalloran, Xavier",20y 322d,12 (6-0-6 50.00%),4 (0.33),←,
50,"Reid, Sam",31y 203d,99 (54-3-42 56.06%),31 (0.31),89 (48-3-38 55.62%),30 (0.34)
26,"Riccardi, Jake",21y 203d,11 (5-0-6 45.45%),11 (1.00),←,
28,"Sproule, Zach",23y 17d,5 (2-0-3 40.00%),7 (1.40),←,
14,"Taranto, Tim",23y 121d,85 (49-1-35 58.24%),31 (0.36),←,
8,"Ward, Callan",31y 49d,235 (105-3-127 45.32%),115 (0.49),175 (73-3-99 42.57%),82 (0.47)
6,"Whitfield, Lachie",26y 315d,155 (76-3-76 50.00%),62 (0.40),←,
Totals,Totals,24y 338d,1592 (848-26-718 53.27%),714 (0.45),,
C,"Cameron, Leon",48y 269d,171 (92-3-76 54.68%),,←,
