Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
22,"Breust, Luke",5,2,12,17,1,,,5.0,1.0,3.0,3.0,,2.0,,,14.0,3.0,,1.0,1.0,,,76.0
9,"Burgoyne, Shaun",12,,4,16,1,,,6.0,4.0,6.0,2.0,3.0,,1.0,,6.0,7.0,,,5.0,,,81.0
18,"Ceglar, Jonathon",7,6,6,13,,2.0,19.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,,8.0,4.0,3.0,3.0,3.0,,,89.0
12,"Frawley, James",7,3,1,8,,,,1.0,2.0,,,2.0,,1.0,,4.0,4.0,1.0,,3.0,,,98.0
13,"Glass, Conor",10,5,1,11,,,,2.0,,4.0,,,,,,4.0,6.0,1.0,,1.0,,,75.0
19,"Gunston, Jack",10,5,2,12,1,2.0,,2.0,,5.0,,1.0,1.0,,,4.0,8.0,1.0,2.0,2.0,,,91.0
41,"Hanrahan, Oliver",4,3,6,10,1,,,,,,,1.0,,,,5.0,5.0,,,,,1.0,67.0
15,"Hardwick, Blake",10,2,2,12,,,,7.0,6.0,,,3.0,,1.0,,4.0,6.0,,,8.0,,,89.0
31,"Henderson, Ricky",9,3,6,15,1,,,4.0,1.0,3.0,1.0,1.0,,1.0,,3.0,9.0,,,1.0,,1.0,79.0
17,"Howe, Daniel",8,2,,8,1,1.0,,7.0,2.0,3.0,3.0,3.0,2.0,2.0,,6.0,3.0,,,1.0,,,82.0
4,"Impey, Jarman",15,5,5,20,,,,5.0,5.0,3.0,,4.0,3.0,2.0,,12.0,9.0,2.0,,3.0,,,81.0
7,"McEvoy, Ben",3,3,3,6,,,34.0,4.0,,,,5.0,,2.0,,2.0,4.0,,1.0,2.0,,,86.0
36,"Moore, Dylan",1,,7,8,,,,5.0,1.0,,,2.0,1.0,2.0,,3.0,7.0,,,,,,62.0
11,"Nash, Conor",4,,3,7,1,1.0,,4.0,,1.0,,1.0,2.0,,,7.0,,,,4.0,,,83.0
23,"OBrien, Tim",7,2,2,9,,,,3.0,2.0,1.0,,1.0,3.0,,,3.0,4.0,,,14.0,,,87.0
10,"OMeara, Jaeger",23,,13,36,,3.0,,10.0,6.0,1.0,11.0,7.0,2.0,2.0,1.0,24.0,7.0,,,1.0,,,89.0
28,"Puopolo, Paul",5,,7,12,,1.0,,8.0,1.0,3.0,2.0,2.0,3.0,,,12.0,2.0,,,2.0,,,79.0
21,"Scully, Tom",12,1,8,20,,,,1.0,2.0,1.0,2.0,3.0,1.0,1.0,,10.0,11.0,,,2.0,,,88.0
26,"Shiels, Liam",22,5,8,30,,1.0,,8.0,1.0,4.0,2.0,6.0,1.0,2.0,,13.0,14.0,1.0,,,,,79.0
6,"Sicily, James",13,5,5,18,,,,,4.0,2.0,,2.0,1.0,2.0,,6.0,10.0,1.0,,8.0,,,90.0
16,"Smith, Isaac",15,1,6,21,1,2.0,,5.0,,8.0,2.0,2.0,,1.0,,6.0,14.0,,,,,1.0,84.0
5,"Worpel, James",15,,8,23,1,1.0,,9.0,2.0,5.0,9.0,2.0,1.0,,,13.0,8.0,,,1.0,,1.0,67.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,217,53,115,332,9,17.0,53.0,97.0,41.0,54.0,39.0,55.0,24.0,22.0,1.0,169.0,145.0,10.0,7.0,62.0,,4.0,
Opposition,Opposition,218,50,120,338,11,11.0,62.0,91.0,44.0,54.0,64.0,58.0,22.0,24.0,5.0,163.0,158.0,10.0,7.0,77.0,3.0,7.0,
