Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
22,"Addison, Dylan",20y 231d,22 (15-1-6 70.45%),2 (0.09),←,
21,"Akermanis, Jason",31y 91d,276 (166-6-104 61.23%),348 (1.26),28 (15-2-11 57.14%),41 (1.46)
5,"Boyd, Matthew",25y 272d,99 (45-2-52 46.46%),29 (0.29),←,
33,"Callan, Tim",24y 140d,22 (15-1-6 70.45%),4 (0.18),7 (5-1-1 78.57%),1 (0.14)
17,"Cooney, Adam",22y 238d,96 (45-2-49 47.92%),104 (1.08),←,
4,"Cross, Daniel",25y 56d,94 (42-3-49 46.28%),18 (0.19),←,
10,"Eagleton, Nathan",29y 197d,220 (99-5-116 46.14%),186 (0.85),164 (73-3-88 45.43%),141 (0.86)
13,"Giansiracusa, Daniel",26y 75d,134 (55-4-75 42.54%),129 (0.96),←,
9,"Gilbee, Lindsay",26y 322d,125 (58-2-65 47.20%),70 (0.56),←,
16,"Griffen, Ryan",21y 303d,60 (35-1-24 59.17%),23 (0.38),←,
8,"Hahn, Mitch",27y 15d,121 (53-2-66 44.63%),90 (0.74),←,
25,"Hargrave, Ryan",26y 304d,125 (54-4-67 44.80%),33 (0.26),←,
15,"Hudson, Ben",29y 91d,64 (39-1-24 61.72%),8 (0.13),9 (7-1-1 83.33%),2 (0.22)
6,"Johnson, Brad",31y 312d,308 (144-7-157 47.89%),481 (1.56),←,
36,"Lake, Brian",26y 88d,106 (45-2-59 43.40%),11 (0.10),←,
27,"Minson, Will",23y 44d,50 (29-1-20 59.00%),23 (0.46),←,
38,"Morris, Dale",25y 148d,71 (40-2-29 57.75%),1 (0.01),←,
2,"Murphy, Robert",25y 351d,136 (55-4-77 41.91%),114 (0.84),←,
1,"Ray, Farren",22y 63d,63 (28-1-34 45.24%),28 (0.44),←,
28,"Welsh, Scott",29y 170d,174 (103-1-70 59.48%),316 (1.82),9 (7-1-1 83.33%),16 (1.78)
37,"Wight, Cameron",23y 50d,35 (16-1-18 47.14%),6 (0.17),←,
12,"Williams, Tom",21y 313d,15 (6-1-8 43.33%),,←,
Totals,Totals,25y 276d,2416 (1187-54-1175 49.13%),2024 (0.84),,
C,"Eade, Rodney",50y 51d,229 (122-4-103 54.15%),,77 (41-2-34 54.55%),
