Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
15,"Banik, Anthony",21y 110d,46 (15-0-31 32.61%),,←,
35,"Bond, Chris",25y 101d,38 (13-0-25 34.21%),11 (0.29),16 (5-0-11 31.25%),3 (0.19)
17,"Broderick, Paul",24y 124d,99 (42-0-57 42.42%),83 (0.84),6 (3-0-3 50.00%),3 (0.50)
44,"Daffy, Nick",20y 361d,11 (4-0-7 36.36%),4 (0.36),←,
14,"Dear, Greg",31y 20d,143 (105-0-38 73.43%),19 (0.13),6 (3-0-3 50.00%),1 (0.17)
2,"Dundas, Matthew",22y 151d,78 (28-0-50 35.90%),62 (0.79),5 (2-0-3 40.00%),1 (0.20)
20,"Elliott, Jamie",21y 90d,46 (17-0-29 36.96%),8 (0.17),6 (3-0-3 50.00%),1 (0.17)
30,"Free, Tony",24y 314d,115 (34-0-81 29.57%),42 (0.37),←,
25,"Gale, Brendon",25y 293d,83 (25-0-58 30.12%),78 (0.94),←,
11,"Gale, Michael",27y 137d,111 (44-0-67 39.64%),30 (0.27),6 (3-0-3 50.00%),1 (0.17)
31,"Howat, John",23y 296d,42 (16-0-26 38.10%),10 (0.24),22 (6-0-16 27.27%),
3,"Kellaway, Duncan",21y 79d,16 (6-0-10 37.50%),,←,
26,"Leys, Brian",26y 89d,103 (33-0-70 32.04%),19 (0.18),←,
27,"Maxfield, Stuart",22y 28d,51 (12-0-39 23.53%),32 (0.63),←,
6,"Naish, Chris",22y 222d,68 (19-0-49 27.94%),100 (1.47),←,
19,"Neeld, Mark",22y 298d,49 (27-0-22 55.10%),17 (0.35),1 (1-0-0 100.00%),
7,"Prescott, Ashley",21y 238d,4 (2-0-2 50.00%),,←,
12,"Richardson, Matthew",19y 49d,20 (6-0-14 30.00%),54 (2.70),←,
4,"Rogers, Matthew",20y 163d,6 (3-0-3 50.00%),10 (1.67),←,
5,"Tape, Jamie",20y 32d,6 (3-0-3 50.00%),,←,
41,"Turner, Scott",23y 341d,61 (16-0-45 26.23%),26 (0.43),←,
Totals,Totals,23y 99d,1196 (470-0-726 39.30%),605 (0.51),,
C,"Northey, John",50y 312d,215 (103-1-111 48.14%),,26 (7-0-19 26.92%),
