Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
5,"Ablett, Gary",33y 266d,221 (128-1-92 58.14%),911 (4.12),215 (123-1-91 57.44%),901 (4.19)
6,"Barnes, John",26y 23d,79 (46-1-32 58.86%),22 (0.28),67 (40-0-27 59.70%),10 (0.15)
9,"Breuer, Shayne",22y 287d,37 (25-0-12 67.57%),41 (1.11),←,
16,"Brownless, Bill",28y 147d,167 (96-1-70 57.78%),388 (2.32),←,
40,"Brown, Paul",26y 49d,69 (48-0-21 69.57%),62 (0.90),←,
7,"Couch, Paul",30y 340d,220 (129-0-91 58.64%),189 (0.86),←,
36,"Graham, Ben",21y 234d,19 (14-0-5 73.68%),3 (0.16),←,
19,"Hall, Derek",24y 207d,9 (6-0-3 66.67%),8 (0.89),7 (4-0-3 57.14%),5 (0.71)
14,"Handley, Steven",24y 336d,51 (31-0-20 60.78%),23 (0.45),←,
42,"Hickmott, Adrian",23y 86d,39 (25-0-14 64.10%),20 (0.51),←,
32,"Hocking, Garry",26y 259d,151 (87-1-63 57.95%),139 (0.92),←,
4,"Lord, Aaron",19y 338d,13 (10-0-3 76.92%),8 (0.62),←,
21,"Mansfield, Michael",23y 320d,86 (52-0-34 60.47%),43 (0.50),←,
17,"McGrath, Tim",24y 260d,89 (57-0-32 64.04%),5 (0.06),82 (53-0-29 64.63%),5 (0.06)
31,"Mensch, David",22y 314d,44 (33-0-11 75.00%),50 (1.14),←,
23,"Pickering, Liam",26y 288d,62 (35-0-27 56.45%),28 (0.45),40 (26-0-14 65.00%),20 (0.50)
15,"Riccardi, Peter",22y 189d,72 (48-0-24 66.67%),58 (0.81),←,
12,"Sholl, Brad",22y 226d,14 (9-0-5 64.29%),1 (0.07),12 (9-0-3 75.00%),1 (0.08)
37,"Simpson, Sean",25y 69d,71 (45-0-26 63.38%),13 (0.18),64 (44-0-20 68.75%),12 (0.19)
10,"Tanner, Grant",24y 335d,24 (17-0-7 70.83%),9 (0.38),←,
11,"Tudor, Leigh",25y 272d,43 (25-0-18 58.14%),35 (0.81),35 (22-0-13 62.86%),29 (0.83)
Totals,Totals,25y 57d,1580 (966-4-610 61.14%),2056 (1.30),,
C,"Ayres, Gary",34y 269d,12 (9-0-3 75.00%),,←,
