Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"Ablett, Gary",16,1,12,28,,,,8.0,1.0,12.0,5.0,4.0,1.0,1.0,,13.0,15.0,,,3.0,,2.0,82.0
13,"Ah Chee, Callum",6,3,6,12,1,,,3.0,,2.0,1.0,3.0,1.0,2.0,,6.0,7.0,,2.0,3.0,,1.0,69.0
27,"Ainsworth, Ben",8,4,6,14,2,1.0,,6.0,,2.0,2.0,2.0,1.0,,,8.0,6.0,,1.0,1.0,1.0,1.0,70.0
20,"Barlow, Michael",9,2,15,24,1,,,7.0,,4.0,8.0,2.0,,1.0,,12.0,11.0,,1.0,1.0,,1.0,85.0
29,"Bowes, Jack",6,3,5,11,,,,3.0,,3.0,,1.0,,1.0,,5.0,7.0,,,2.0,,,65.0
33,"Hall, Aaron",16,5,9,25,2,,,4.0,2.0,7.0,5.0,2.0,3.0,1.0,2.0,10.0,16.0,,,1.0,2.0,,81.0
1,"Hanley, Pearce",11,4,6,17,,,,2.0,1.0,3.0,1.0,5.0,1.0,2.0,,8.0,10.0,,,1.0,,,81.0
38,"Joyce, Jesse",10,7,8,18,,,,2.0,,4.0,,,2.0,,,7.0,12.0,1.0,,1.0,,,78.0
10,"Kolodjashnij, Kade",10,6,11,21,,,,2.0,1.0,4.0,,2.0,,,,7.0,15.0,,,3.0,,1.0,89.0
23,"Lemmens, Sean",8,1,8,16,1,,,3.0,2.0,2.0,,3.0,,1.0,,2.0,16.0,,,3.0,,,88.0
19,"Lynch, Tom",8,5,4,12,3,2.0,,1.0,1.0,2.0,,1.0,1.0,,,8.0,4.0,2.0,5.0,1.0,,2.0,95.0
25,"Lyons, Jarryd",12,2,8,20,,,,5.0,1.0,6.0,3.0,6.0,,1.0,,8.0,11.0,,1.0,2.0,,3.0,69.0
4,"Martin, Jack",8,4,10,18,,,,1.0,3.0,3.0,1.0,5.0,,3.0,,8.0,11.0,2.0,,2.0,,,84.0
17,"May, Steven",10,6,6,16,,,,1.0,2.0,1.0,,1.0,2.0,1.0,,7.0,9.0,2.0,,13.0,3.0,,97.0
11,"Miller, Touk",12,4,15,27,1,2.0,,5.0,2.0,4.0,6.0,3.0,2.0,,,17.0,12.0,1.0,2.0,2.0,,,85.0
3,"Rosa, Matt",5,3,14,19,,1.0,,1.0,1.0,,,2.0,,1.0,,3.0,16.0,,1.0,2.0,,,84.0
42,"Saad, Adam",11,2,4,15,,1.0,,2.0,4.0,5.0,1.0,,1.0,,1.0,4.0,9.0,2.0,,2.0,12.0,2.0,71.0
36,"Schoenfeld, Josh",4,3,6,10,1,,,4.0,,,1.0,,,,,3.0,6.0,,1.0,2.0,,,74.0
6,"Sexton, Alex",7,2,3,10,1,,,2.0,1.0,4.0,2.0,2.0,2.0,1.0,,4.0,7.0,,,,,,80.0
16,"Thompson, Rory",6,5,4,10,,,,3.0,2.0,1.0,,,,,,4.0,8.0,,,11.0,,,98.0
28,"Witts, Jarrod",6,2,4,10,,,37.0,9.0,,2.0,4.0,3.0,2.0,1.0,,6.0,4.0,,,5.0,,,86.0
30,"Wright, Peter",9,4,5,14,1,3.0,3.0,4.0,,3.0,1.0,4.0,1.0,2.0,,5.0,9.0,1.0,3.0,3.0,,,90.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,198,78,169,367,14,12.0,40.0,78.0,24.0,74.0,41.0,51.0,20.0,19.0,3.0,155.0,221.0,11.0,17.0,64.0,18.0,13.0,
Opposition,Opposition,192,61,150,342,15,8.0,35.0,74.0,56.0,42.0,33.0,54.0,19.0,20.0,3.0,159.0,170.0,8.0,7.0,56.0,4.0,10.0,
