Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
32,"Bruce, Cameron",20y 311d,17 (10-0-7 58.82%),20 (1.18),←,
28,"Collins, Matthew",23y 186d,31 (18-0-13 58.06%),6 (0.19),17 (12-0-5 70.59%),4 (0.24)
33,"Farmer, Jeff",23y 43d,101 (43-0-58 42.57%),215 (2.13),←,
21,"Febey, Steven",30y 353d,235 (119-0-116 50.64%),33 (0.14),←,
18,"Green, Brad",19y 146d,17 (12-0-5 70.59%),22 (1.29),←,
4,"Grgic, Brent",20y 303d,60 (27-0-33 45.00%),28 (0.47),←,
27,"Ingerson, Anthony",30y 298d,145 (61-0-84 42.07%),40 (0.28),108 (45-0-63 41.67%),15 (0.14)
16,"Johnstone, Travis",20y 20d,39 (18-0-21 46.15%),35 (0.90),←,
36,"Leoncelli, Andrew",26y 20d,85 (38-0-47 44.71%),32 (0.38),←,
35,"McDonald, Anthony",28y 54d,76 (35-0-41 46.05%),33 (0.43),←,
9,"Neitz, David",25y 197d,155 (70-0-85 45.16%),236 (1.52),←,
44,"Nicholson, Alistair",22y 155d,27 (15-0-12 55.56%),,←,
7,"Powell, Stephen",23y 334d,52 (33-1-18 64.42%),44 (0.85),22 (14-0-8 63.64%),23 (1.05)
43,"Rigoni, Guy",26y 10d,67 (36-0-31 53.73%),23 (0.34),←,
24,"Robertson, Russell",21y 256d,54 (29-0-25 53.70%),70 (1.30),←,
5,"Schwarz, David",28y 13d,136 (61-1-74 45.22%),208 (1.53),←,
46,"Simmonds, Troy",22y 24d,24 (12-0-12 50.00%),5 (0.21),←,
42,"Walsh, Peter",24y 13d,39 (19-0-20 48.72%),7 (0.18),←,
26,"Ward, Daniel",23y 28d,26 (9-0-17 34.62%),4 (0.15),←,
34,"White, Jeff",23y 169d,97 (47-0-50 48.45%),57 (0.59),65 (34-0-31 52.31%),39 (0.60)
22,"Woewodin, Shane",24y 25d,91 (40-0-51 43.96%),43 (0.47),←,
13,"Yze, Adem",22y 320d,116 (50-0-66 43.10%),73 (0.63),←,
Totals,Totals,24y 49d,1690 (802-2-886 47.46%),1234 (0.73),,
C,"Daniher, Neale",39y 173d,69 (36-0-33 52.17%),,←,
