Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
23,"Bolton, Mark",26y 22d,87 (50-1-36 58.05%),35 (0.40),←,
37,"Bullen, Marcus",22y 287d,40 (25-0-15 62.50%),9 (0.22),←,
2,"Dyson, Ricky",19y 209d,13 (8-0-5 61.54%),7 (0.54),←,
31,"Fletcher, Dustin",29y 353d,229 (156-3-70 68.78%),60 (0.26),←,
39,"Haynes, Ben",23y 302d,25 (13-0-12 52.00%),11 (0.44),20 (10-0-10 50.00%),11 (0.55)
3,"Henneman, Aaron",24y 133d,53 (38-0-15 71.70%),5 (0.09),←,
5,"Hird, James",32y 80d,211 (132-5-74 63.74%),303 (1.44),←,
14,"Johnson, Jason",27y 90d,134 (89-1-44 66.79%),83 (0.62),←,
1,"Johnson, Mark",26y 337d,135 (93-1-41 69.26%),51 (0.38),←,
26,"Laycock, Jason",20y 172d,7 (4-0-3 57.14%),4 (0.57),←,
18,"Lloyd, Matthew",27y 9d,192 (121-2-69 63.54%),701 (3.65),←,
41,"Lovett, Andrew",22y 165d,3 (2-0-1 66.67%),3 (1.00),←,
25,"Lucas, Scott",27y 116d,186 (117-1-68 63.17%),265 (1.42),←,
33,"McPhee, Adam",22y 201d,75 (33-0-42 44.00%),36 (0.48),50 (27-0-23 54.00%),27 (0.54)
10,"McVeigh, Mark",24y 89d,104 (62-1-41 60.10%),41 (0.39),←,
28,"Murphy, Justin",29y 1d,172 (78-0-94 45.35%),147 (0.85),27 (15-0-12 55.56%),24 (0.89)
11,"Peverill, Damien",25y 287d,82 (47-1-34 57.93%),18 (0.22),←,
20,"Richards, Ted",22y 104d,25 (16-0-9 64.00%),17 (0.68),←,
43,"Rioli, Dean",26y 340d,86 (60-1-25 70.35%),87 (1.01),←,
7,"Solomon, Dean",25y 106d,127 (86-0-41 67.72%),51 (0.40),←,
12,"Welsh, Andrew",22y 73d,64 (34-1-29 53.91%),6 (0.09),←,
36,"Zantuck, Ty",23y 69d,70 (20-0-50 28.57%),20 (0.29),2 (1-0-1 50.00%),
Totals,Totals,25y 28d,2120 (1284-18-818 60.57%),1960 (0.92),,
C,"Sheedy, Kevin",57y 122d,574 (367-6-201 64.46%),,←,
