Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ablett, Gary",32y 315d,289 (153-2-134 53.29%),378 (1.31),97 (29-0-68 29.90%),116 (1.20)
13,"Ah Chee, Callum",19y 167d,17 (5-0-12 29.41%),10 (0.59),←,
27,"Ainsworth, Ben",19y 43d,1 (0-0-1 0.00%),2 (2.00),←,
20,"Barlow, Michael",29y 97d,127 (78-1-48 61.81%),82 (0.65),1 (0-0-1 0.00%),1 (1.00)
29,"Bowes, Jack",19y 58d,1 (0-0-1 0.00%),,←,
33,"Hall, Aaron",26y 136d,79 (27-1-51 34.81%),65 (0.82),←,
1,"Hanley, Pearce",28y 130d,130 (38-0-92 29.23%),58 (0.45),1 (0-0-1 0.00%),
38,"Joyce, Jesse",19y 220d,12 (3-0-9 25.00%),,←,
10,"Kolodjashnij, Kade",21y 228d,60 (16-1-43 27.50%),10 (0.17),←,
23,"Lemmens, Sean",22y 143d,50 (15-1-34 31.00%),8 (0.16),←,
19,"Lynch, Tom",24y 145d,103 (28-1-74 27.67%),193 (1.87),←,
25,"Lyons, Jarryd",24y 246d,56 (34-0-22 60.71%),32 (0.57),1 (0-0-1 0.00%),
4,"Martin, Jack",22y 55d,45 (13-1-31 30.00%),35 (0.78),←,
17,"May, Steven",25y 74d,89 (28-1-60 32.02%),17 (0.19),←,
11,"Miller, Touk",21y 31d,41 (8-1-32 20.73%),12 (0.29),←,
3,"Rosa, Matt",30y 122d,184 (90-1-93 49.18%),43 (0.23),16 (3-0-13 18.75%),4 (0.25)
42,"Saad, Adam",22y 245d,27 (7-1-19 27.78%),1 (0.04),←,
36,"Schoenfeld, Josh",19y 265d,5 (1-0-4 20.00%),1 (0.20),←,
6,"Sexton, Alex",23y 112d,56 (15-0-41 26.79%),32 (0.57),←,
16,"Thompson, Rory",26y 13d,80 (24-1-55 30.63%),7 (0.09),←,
28,"Witts, Jarrod",24y 193d,41 (18-0-23 43.90%),18 (0.44),1 (0-0-1 0.00%),
30,"Wright, Peter",20y 198d,21 (3-0-18 14.29%),29 (1.38),←,
Totals,Totals,23y 280d,1514 (604-13-897 39.89%),1033 (0.68),,
C,"Eade, Rodney",58y 355d,359 (179-5-175 50.56%),,45 (10-1-34 23.33%),
