Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
36,"Aliir, Aliir",23y 325d,23 (14-0-9 60.87%),1 (0.04),←,
7,"Cunningham, Harry",24y 233d,99 (67-0-32 67.68%),46 (0.46),←,
34,"Dawson, Jordan",21y 109d,2 (0-0-2 0.00%),1 (0.50),←,
13,"Florent, Oliver",20y 5d,27 (15-0-12 55.56%),12 (0.44),←,
42,"Fox, Robbie",25y 102d,11 (3-0-8 27.27%),5 (0.45),←,
23,"Franklin, Lance",31y 178d,286 (182-1-103 63.81%),904 (3.16),104 (73-0-31 70.19%),324 (3.12)
39,"Grundy, Heath",32y 55d,253 (160-2-91 63.64%),24 (0.09),←,
9,"Hayward, Will",19y 274d,35 (21-0-14 60.00%),48 (1.37),←,
5,"Heeney, Isaac",22y 83d,75 (53-0-22 70.67%),75 (1.00),←,
29,"Hewett, George",22y 210d,66 (45-0-21 68.18%),30 (0.45),←,
10,"Jones, Zak",23y 134d,70 (43-0-27 61.43%),20 (0.29),←,
12,"Kennedy, Josh",30y 37d,222 (143-2-77 64.86%),138 (0.62),209 (138-2-69 66.51%),134 (0.64)
44,"Lloyd, Jake",24y 310d,110 (77-0-33 70.00%),26 (0.24),←,
30,"McCartin, Tom",18y 209d,10 (6-0-4 60.00%),4 (0.40),←,
28,"Newman, Nic",25y 193d,26 (17-0-9 65.38%),8 (0.31),←,
38,"ORiordan, Colin",22y 288d,3 (1-0-2 33.33%),,←,
11,"Papley, Tom",22y 14d,55 (39-0-16 70.91%),76 (1.38),←,
26,"Parker, Luke",25y 275d,169 (113-1-55 67.16%),139 (0.82),←,
24,"Rampe, Dane",28y 55d,133 (92-1-40 69.55%),6 (0.05),←,
25,"Ronke, Ben",20y 221d,13 (8-0-5 61.54%),22 (1.69),←,
18,"Sinclair, Callum",28y 307d,82 (57-1-24 70.12%),53 (0.65),53 (35-0-18 66.04%),35 (0.66)
40,"Smith, Nick",30y 45d,209 (133-2-74 64.11%),10 (0.05),←,
Totals,Totals,24y 266d,1979 (1289-10-680 65.13%),1648 (0.83),,
C,"Longmire, John",47y 208d,191 (128-2-61 67.54%),,←,
