Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
21,"Barry, Leo",22y 24d,43 (26-0-17 60.47%),33 (0.77),←,
40,"Campbell, Fred",19y 180d,4 (3-0-1 75.00%),3 (0.75),←,
15,"Carey, Stefan",23y 138d,39 (22-1-16 57.69%),22 (0.56),←,
8,"Cresswell, Daryn",28y 21d,151 (62-1-88 41.39%),125 (0.83),←,
28,"Crouch, Jared",21y 99d,29 (16-0-13 55.17%),4 (0.14),←,
10,"Filandia, Peter",29y 29d,71 (36-1-34 51.41%),48 (0.68),58 (29-1-28 50.86%),34 (0.59)
12,"Fosdike, Nic",19y 106d,7 (5-0-2 71.43%),6 (0.86),←,
37,"Goodes, Adam",19y 155d,11 (6-0-5 54.55%),8 (0.73),←,
14,"Kelly, Paul",29y 319d,186 (68-3-115 37.37%),151 (0.81),←,
3,"Lewis, Dale",30y 39d,151 (53-2-96 35.76%),166 (1.10),←,
4,"Lockett, Tony",33y 95d,266 (119-1-146 44.92%),1309 (4.92),83 (51-1-31 62.05%),411 (4.95)
34,"Luff, Troy",29y 202d,111 (52-2-57 47.75%),71 (0.64),←,
11,"Maxfield, Stuart",27y 64d,170 (86-2-82 51.18%),103 (0.61),81 (51-1-29 63.58%),38 (0.47)
13,"McPherson, Daniel",23y 342d,56 (33-1-22 59.82%),9 (0.16),←,
23,"Nicks, Matthew",24y 30d,61 (37-0-24 60.66%),25 (0.41),←,
16,"OConnor, Ryan",24y 350d,68 (34-3-31 52.21%),47 (0.69),5 (2-0-3 40.00%),
19,"OLoughlin, Michael",22y 112d,91 (54-1-36 59.89%),109 (1.20),←,
25,"Russell, Scott",29y 36d,193 (103-3-87 54.15%),115 (0.60),11 (6-0-5 54.55%),8 (0.73)
22,"Saddington, Jason",19y 232d,33 (19-0-14 57.58%),12 (0.36),←,
2,"Schwass, Wayne",30y 197d,217 (121-0-96 55.76%),123 (0.57),33 (20-0-13 60.61%),26 (0.79)
7,"Seymour, Brad",23y 40d,81 (43-1-37 53.70%),4 (0.05),←,
20,"Stevens, John",27y 362d,48 (29-0-19 60.42%),25 (0.52),←,
Totals,Totals,25y 128d,2087 (1027-22-1038 49.21%),2518 (1.21),,
C,"Eade, Rodney",41y 69d,83 (51-1-31 62.05%),,←,
