Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
11,"Archer, Glenn",30y 152d,237 (144-0-93 60.76%),131 (0.55),←,
16,"Brown, Leigh",21y 181d,84 (29-1-54 35.12%),30 (0.36),21 (10-1-10 50.00%),10 (0.48)
43,"Clayton, Jeremy",22y 195d,4 (2-0-2 50.00%),2 (0.50),←,
23,"Clayton, Shane",24y 303d,115 (59-1-55 51.74%),52 (0.45),97 (57-1-39 59.28%),51 (0.53)
2,"Colbert, Leigh",28y 77d,169 (96-2-71 57.40%),63 (0.37),64 (34-1-29 53.91%),13 (0.20)
6,"Grant, Shannon",26y 126d,191 (111-2-78 58.64%),209 (1.09),133 (79-1-53 59.77%),171 (1.29)
31,"Hale, David",19y 93d,3 (1-0-2 33.33%),,←,
4,"Harris, Daniel",21y 105d,25 (12-1-12 50.00%),6 (0.24),←,
29,"Harvey, Brent",25y 101d,149 (90-1-58 60.74%),173 (1.16),←,
21,"Jones, Corey",22y 178d,37 (16-0-21 43.24%),33 (0.89),←,
34,"King, David",31y 169d,218 (134-1-83 61.70%),136 (0.62),←,
35,"Makepeace, Troy",24y 170d,83 (42-1-40 51.20%),19 (0.23),←,
19,"Motlop, Daniel",21y 160d,21 (6-1-14 30.95%),15 (0.71),←,
20,"Petrie, Drew",20y 312d,40 (18-1-21 46.25%),35 (0.88),←,
17,"Porter, Mark",26y 316d,94 (47-1-46 50.53%),20 (0.21),39 (19-1-19 50.00%),7 (0.18)
3,"Rawlings, Brady",22y 74d,69 (40-0-29 57.97%),25 (0.36),←,
30,"Robbins, Ben",26y 239d,91 (45-3-43 51.10%),21 (0.23),39 (20-1-18 52.56%),7 (0.18)
26,"Rocca, Saverio",29y 276d,212 (97-3-112 46.46%),632 (2.98),56 (27-1-28 49.11%),118 (2.11)
7,"Simpson, Adam",27y 188d,179 (112-1-66 62.85%),59 (0.33),←,
12,"Stevens, Michael",22y 289d,20 (9-0-11 45.00%),4 (0.20),3 (1-0-2 33.33%),1 (0.33)
36,"Watt, Shannon",22y 270d,47 (23-1-23 50.00%),4 (0.09),←,
8,"Wells, Daniel",18y 201d,17 (9-1-7 55.88%),9 (0.53),←,
Totals,Totals,24y 157d,2105 (1142-22-941 54.25%),1678 (0.80),,
C,"Laidley, Dani",36y 149d,21 (10-1-10 50.00%),,←,
