Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
16 ↑,"Brown, Luke",1,1,,1,,,,1.0,,,,,,,,,1.0,,,,,,26.0
37,"Callinan, Ian",7,2,4,11,4,,,2.0,1.0,1.0,1.0,2.0,1.0,1.0,,6.0,5.0,,,,2.0,1.0,78.0
32,"Dangerfield, Patrick",19,3,3,22,3,1.0,,3.0,,5.0,3.0,,2.0,,2.0,11.0,11.0,1.0,1.0,,,,86.0
11,"Doughty, Michael",12,2,4,16,,,,4.0,5.0,1.0,2.0,,3.0,,,11.0,6.0,,,9.0,,,79.0
26,"Douglas, Richard",11,2,4,15,2,1.0,1.0,1.0,,3.0,2.0,2.0,,2.0,,9.0,5.0,,,3.0,,1.0,83.0
24,"Jacobs, Sam",11,2,4,15,,2.0,32.0,,1.0,4.0,5.0,3.0,2.0,1.0,,7.0,8.0,,,4.0,,2.0,87.0
18,"Johncock, Graham",8,4,3,11,2,1.0,,3.0,,1.0,,2.0,2.0,1.0,,5.0,9.0,,1.0,1.0,,1.0,81.0
14,"Mackay, David",7,6,6,13,,,,3.0,4.0,1.0,1.0,2.0,,2.0,,2.0,10.0,,,,,,83.0
23,"Petrenko, Jared",4,2,7,11,1,1.0,,6.0,,,,1.0,1.0,1.0,,8.0,4.0,1.0,,3.0,,2.0,79.0
40,"Porplyzia, Jason",12,5,8,20,,,,2.0,,7.0,1.0,4.0,,3.0,,6.0,11.0,1.0,,,,1.0,82.0
3,"Reilly, Brent",13,5,1,14,1,,,4.0,2.0,6.0,,4.0,1.0,2.0,,3.0,9.0,,,4.0,2.0,,83.0
43,"Riley, Aidan",9,3,7,16,,,,5.0,,4.0,3.0,4.0,2.0,2.0,,10.0,6.0,2.0,1.0,2.0,,,77.0
25,"Rutten, Ben",4,4,1,5,,,,1.0,1.0,,,3.0,,3.0,,1.0,5.0,,,1.0,,,92.0
34,"Shaw, Sam",9,3,5,14,,,,2.0,5.0,,,1.0,1.0,,,3.0,10.0,,,9.0,,,92.0
33,"Smith, Brodie",7,2,5,12,,,,1.0,4.0,1.0,,,1.0,,,2.0,9.0,,,1.0,,,89.0
12,"Talia, Daniel",6,7,2,8,,,,1.0,2.0,2.0,,,,,,1.0,7.0,1.0,,5.0,,1.0,91.0
5,"Thompson, Scott",18,3,11,29,,1.0,,3.0,3.0,2.0,11.0,7.0,,2.0,,13.0,16.0,,,1.0,,,91.0
4,"Tippett, Kurt",14,11,4,18,3,1.0,9.0,3.0,,6.0,2.0,3.0,1.0,2.0,,10.0,8.0,5.0,3.0,,,,88.0
7,"van Berlo, Nathan",10,4,7,17,1,1.0,,4.0,4.0,2.0,3.0,,1.0,,,9.0,6.0,,1.0,,,,89.0
17 ↓,"Vince, Bernie",3,2,6,9,,1.0,,,,,2.0,,,,,7.0,2.0,1.0,1.0,1.0,,,63.0
13,"Walker, Taylor",17,16,8,25,4,2.0,,2.0,,4.0,,2.0,2.0,1.0,3.0,11.0,13.0,6.0,6.0,1.0,,3.0,92.0
47,"Wright, Matthew",16,6,8,24,1,1.0,,4.0,2.0,1.0,6.0,2.0,3.0,1.0,,12.0,13.0,,1.0,4.0,,1.0,91.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,5.0,,,,,,,,,,,,,,,,,
Totals,Totals,218,95,108,326,22,18.0,42.0,55.0,34.0,51.0,42.0,42.0,23.0,24.0,5.0,147.0,174.0,18.0,15.0,49.0,4.0,13.0,
Opposition,Opposition,188,85,168,356,11,15.0,25.0,53.0,22.0,51.0,29.0,46.0,24.0,23.0,1.0,128.0,222.0,11.0,12.0,54.0,13.0,6.0,
