Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ablett, Gary",31y 51d,271 (148-2-121 54.98%),364 (1.34),79 (24-0-55 30.38%),102 (1.29)
13,"Boston, Andrew",21y 103d,13 (3-0-10 23.08%),8 (0.62),←,
31,"Brooksby, Keegan",25y 68d,3 (1-0-2 33.33%),3 (1.00),←,
12,"Day, Sam",22y 301d,69 (21-0-48 30.43%),46 (0.67),←,
23,"Dixon, Charlie",24y 284d,58 (18-0-40 31.03%),80 (1.38),←,
33,"Hall, Aaron",24y 237d,52 (20-0-32 38.46%),49 (0.94),←,
14,"Hallahan, Mitch",22y 315d,16 (4-0-12 25.00%),4 (0.25),10 (1-0-9 10.00%),2 (0.20)
28,"Kolodjashnij, Kade",19y 329d,31 (9-0-22 29.03%),8 (0.26),←,
37,"Lonergan, Jesse",20y 232d,22 (6-0-16 27.27%),2 (0.09),←,
19,"Lynch, Tom",22y 246d,71 (20-0-51 28.17%),99 (1.39),←,
7,"Malceski, Nick",30y 323d,183 (117-2-64 64.48%),67 (0.37),7 (1-0-6 14.29%),
32,"Matera, Brandon",23y 115d,65 (19-0-46 29.23%),68 (1.05),←,
17,"May, Steven",23y 175d,62 (20-0-42 32.26%),15 (0.24),←,
18,"McKenzie, Trent",23y 92d,87 (25-0-62 28.74%),20 (0.23),←,
44,"Miller, Touk",19y 132d,13 (2-0-11 15.38%),4 (0.31),←,
22,"Nicholls, Tom",23y 122d,25 (8-0-17 32.00%),5 (0.20),←,
35,"Rischitelli, Michael",29y 177d,191 (69-3-119 36.91%),84 (0.44),80 (20-0-60 25.00%),37 (0.46)
8,"Russell, Luke",23y 161d,63 (15-0-48 23.81%),25 (0.40),←,
42,"Saad, Adam",20y 346d,12 (2-0-10 16.67%),1 (0.08),←,
20,"Schade, Henry",21y 269d,9 (2-0-7 22.22%),,←,
6,"Sexton, Alex",21y 213d,34 (9-0-25 26.47%),16 (0.47),←,
24,"Swallow, David",22y 227d,78 (22-0-56 28.21%),39 (0.50),←,
Totals,Totals,23y 222d,1428 (560-7-861 39.22%),1007 (0.71),,
C,"Eade, Rodney",57y 91d,327 (171-4-152 52.91%),,13 (2-0-11 15.38%),
