Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
14,"Cameron, Darcy",28y 277d,78 (44-1-33 57.05%),55 (0.71),77 (44-1-32 57.79%),55 (0.71)
46,"Cox, Mason",33y 37d,119 (72-0-47 60.50%),119 (1.00),←,
25,"Crisp, Jack",30y 201d,232 (125-2-105 54.31%),75 (0.32),214 (118-2-94 55.61%),65 (0.30)
7,"Daicos, Josh",25y 146d,109 (64-1-44 59.17%),58 (0.53),←,
35,"Daicos, Nick",21y 108d,53 (38-0-15 71.70%),29 (0.55),←,
2,"de Goey, Jordan",28y 36d,164 (92-2-70 56.71%),193 (1.18),←,
5,"Elliott, Jamie",31y 243d,185 (113-2-70 61.62%),277 (1.50),←,
17,"Frampton, Billy",27y 152d,44 (26-0-18 59.09%),19 (0.43),20 (16-0-4 80.00%),7 (0.35)
23,"Hill, Bobby",24y 71d,71 (41-1-29 58.45%),76 (1.07),30 (24-0-6 80.00%),42 (1.40)
32,"Hoskin-Elliott, Will",30y 231d,209 (104-2-103 50.24%),172 (0.82),157 (92-2-63 59.24%),130 (0.83)
38,"Howe, Jeremy",33y 296d,238 (101-2-135 42.86%),98 (0.41),138 (79-2-57 57.97%),18 (0.13)
1,"Lipinski, Patrick",25y 278d,101 (61-0-40 60.40%),50 (0.50),45 (30-0-15 66.67%),20 (0.44)
4,"Maynard, Brayden",27y 213d,192 (103-2-87 54.17%),18 (0.09),←,
31,"McCreery, Beau",23y 1d,66 (42-0-24 63.64%),47 (0.71),←,
26,"McInnes, Reef",21y 130d,15 (9-0-6 60.00%),12 (0.80),←,
41,"Mihocek, Brody",31y 76d,132 (80-1-51 60.98%),223 (1.69),←,
6,"Mitchell, Tom",30y 325d,202 (111-3-88 55.69%),84 (0.42),31 (24-0-7 77.42%),8 (0.26)
30,"Moore, Darcy",28y 86d,156 (83-2-71 53.85%),67 (0.43),←,
9,"Noble, John",27y 26d,96 (57-1-38 59.90%),7 (0.07),←,
10,"Pendlebury, Scott",36y 104d,389 (236-3-150 61.05%),195 (0.50),←,
3,"Quaynor, Isaac",24y 96d,91 (53-0-38 58.24%),3 (0.03),←,
8,"Schultz, Lachie",26y 142d,96 (46-1-49 48.44%),108 (1.13),6 (3-0-3 50.00%),7 (1.17)
22,"Sidebottom, Steele",33y 109d,314 (190-4-120 61.15%),190 (0.61),←,
Totals,Totals,28y 99d,3352 (1891-30-1431 56.41%),2175 (0.65),,
C,"McRae, Craig",50y 211d,57 (41-0-16 71.93%),,←,
