Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
22,"Anthony, John",24y 79d,48 (29-0-19 60.42%),81 (1.69),5 (0-0-5 0.00%),1 (0.20)
21,"Barlow, Michael",24y 111d,24 (11-0-13 45.83%),20 (0.83),←,
26,"Bradley, Kepler",26y 146d,102 (32-1-69 31.86%),76 (0.75),53 (19-0-34 35.85%),62 (1.17)
6,"Broughton, Greg",25y 191d,55 (22-0-33 40.00%),9 (0.16),←,
30,"Clarke, Zac",22y 10d,23 (6-0-17 26.09%),8 (0.35),←,
15,"Crowley, Ryan",28y 33d,117 (56-0-61 47.86%),88 (0.75),←,
3,"Dawson, Zac",26y 45d,79 (47-3-29 61.39%),4 (0.05),2 (1-0-1 50.00%),
40,"de Boer, Matt",22y 28d,55 (25-0-30 45.45%),15 (0.27),←,
41,"Duffield, Paul",27y 62d,92 (39-0-53 42.39%),21 (0.23),←,
7,"Fyfe, Nat",20y 202d,41 (21-0-20 51.22%),34 (0.83),←,
32,"Hill, Stephen",21y 342d,69 (30-0-39 43.48%),43 (0.62),←,
5,"Ibbotson, Garrick",24y 23d,81 (30-0-51 37.04%),19 (0.23),←,
37,"Johnson, Michael",27y 170d,127 (61-0-66 48.03%),52 (0.41),←,
23,"Mayne, Chris",23y 157d,60 (28-0-32 46.67%),65 (1.08),←,
18,"McPharlin, Luke",30y 128d,190 (92-0-98 48.42%),113 (0.59),178 (84-0-94 47.19%),110 (0.62)
9,"McPhee, Adam",29y 184d,204 (85-1-118 41.91%),110 (0.54),62 (26-0-36 41.94%),27 (0.44)
25,"Mellington, Josh",19y 100d,4 (3-0-1 75.00%),4 (1.00),←,
13,"Mzungu, Tendai",26y 39d,16 (5-0-11 31.25%),13 (0.81),←,
29,"Pavlich, Matthew",30y 98d,258 (113-0-145 43.80%),492 (1.91),←,
46,"Pearce, Clancee",21y 167d,28 (9-0-19 32.14%),14 (0.50),←,
31,"Sandilands, Aaron",29y 123d,171 (85-0-86 49.71%),67 (0.39),←,
8,"Suban, Nick",21y 334d,50 (18-0-32 36.00%),15 (0.30),←,
Totals,Totals,25y 26d,1894 (847-5-1042 44.72%),1363 (0.72),,
C,"Lyon, Ross",45y 151d,123 (77-4-42 64.23%),,2 (1-0-1 50.00%),
