St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
26,"Battle, Josh",24y 205d,79 (38-0-41 48.10%),26 (0.33),←,
16,"Butler, Dan",26y 295d,107 (62-0-45 57.94%),119 (1.11),62 (31-0-31 50.00%),66 (1.06)
13,"Byrnes, Ryan",21y 326d,30 (18-0-12 60.00%),6 (0.20),←,
47,"Caminiti, Anthony",19y 106d,2 (2-0-0 100.00%),2 (1.00),←,
11,"Clark, Hunter",23y 364d,70 (29-1-40 42.14%),8 (0.11),←,
21,"Cordy, Zaine",26y 149d,120 (65-0-55 54.17%),15 (0.13),2 (2-0-0 100.00%),3 (1.50)
5,"Crouch, Brad",29y 70d,138 (70-0-68 50.72%),48 (0.35),43 (22-0-21 51.16%),14 (0.33)
4,"Gresham, Jade",25y 213d,115 (53-1-61 46.52%),119 (1.03),←,
22,"Higgins, Jack",24y 6d,82 (49-1-32 60.37%),87 (1.06),39 (19-0-20 48.72%),58 (1.49)
8,"Hill, Bradley",29y 259d,213 (128-0-85 60.09%),90 (0.42),64 (34-0-30 53.13%),11 (0.17)
20,"Howard, Dougal",27y,104 (53-0-51 50.96%),15 (0.14),59 (30-0-29 50.85%),1 (0.02)
19,"Marshall, Rowan",27y 121d,88 (41-0-47 46.59%),45 (0.51),←,
10,"Owens, Mitch",19y 182d,9 (4-0-5 44.44%),8 (0.89),←,
33,"Paton, Ben",24y 157d,57 (28-0-29 49.12%),4 (0.07),←,
25,"Phillipou, Mattaes",18y 88d,2 (2-0-0 100.00%),4 (2.00),←,
6,"Ross, Sebastian",29y 322d,182 (73-2-107 40.66%),32 (0.18),←,
35,"Sinclair, Jack",28y 41d,143 (62-1-80 43.71%),47 (0.33),←,
9,"Steele, Jack",27y 102d,139 (61-1-77 44.24%),55 (0.40),122 (53-1-68 43.85%),46 (0.38)
14,"Stocker, Liam",23y 61d,30 (10-0-20 33.33%),2 (0.07),2 (2-0-0 100.00%),
7,"Wanganeen-Milera, Nasiah",20y 31d,19 (10-0-9 52.63%),1 (0.05),←,
44,"Wilkie, Callum",27y 15d,87 (43-0-44 49.43%),1 (0.01),←,
17,"Windhager, Marcus",19y 313d,19 (10-0-9 52.63%),4 (0.21),←,
32,"Wood, Mason",29y 193d,95 (49-0-46 51.58%),99 (1.04),30 (19-0-11 63.33%),23 (0.77)
Totals,Totals,24y 332d,1930 (960-7-963 49.74%),837 (0.43),,
C,"Lyon, Ross",56y 137d,307 (174-5-128 57.49%),,123 (78-4-41 65.04%),
