Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
46,"Biggs, Shane",14,3,10,24,,,,6.0,4.0,4.0,,6.0,1.0,,,4.0,20.0,,,2.0,1.0,,90.0
14,"Bird, Craig",5,1,10,15,,1.0,,1.0,,2.0,3.0,,2.0,,,9.0,7.0,1.0,1.0,1.0,,1.0,80.0
7,"Cunningham, Harry",5,3,4,9,1,,,4.0,1.0,2.0,,1.0,1.0,1.0,,2.0,8.0,,,1.0,,1.0,89.0
23,"Franklin, Lance",19,13,,19,9,4.0,,2.0,1.0,,1.0,5.0,1.0,2.0,3.0,8.0,11.0,5.0,13.0,,,,88.0
37,"Goodes, Adam",7,4,5,12,,,,2.0,,2.0,3.0,2.0,,1.0,,5.0,7.0,,,4.0,,,82.0
39,"Grundy, Heath",9,4,14,23,,,,1.0,3.0,,,,1.0,,,6.0,16.0,,,2.0,,,100.0
4,"Hannebery, Dan",10,2,16,26,,,,2.0,,4.0,4.0,4.0,2.0,1.0,,9.0,15.0,,,,,,79.0
15,"Jack, Kieren",11,4,14,25,,1.0,,5.0,,4.0,2.0,5.0,1.0,1.0,,9.0,18.0,,1.0,2.0,,,82.0
32,"Jetta, Lewis",8,3,3,11,1,1.0,,4.0,1.0,4.0,2.0,,,,,4.0,8.0,,,3.0,,,78.0
12 ↓,"Kennedy, Josh",3,,5,8,,,,,,2.0,2.0,1.0,,1.0,,5.0,4.0,,,,,1.0,18.0
11,"Laidler, Jeremy",10,7,13,23,,,,1.0,3.0,5.0,,2.0,1.0,,,4.0,20.0,1.0,,4.0,,1.0,88.0
44,"Lloyd, Jake",15,10,6,21,1,,,7.0,3.0,3.0,1.0,3.0,,1.0,,6.0,15.0,,1.0,1.0,,,88.0
9,"Malceski, Nick",15,2,4,19,1,,,,2.0,5.0,3.0,1.0,,,,4.0,14.0,,,,3.0,4.0,71.0
3,"McVeigh, Jarrad",20,10,8,28,1,,,4.0,1.0,8.0,1.0,,1.0,,2.0,4.0,24.0,,,4.0,1.0,3.0,87.0
26,"Parker, Luke",9,5,24,33,1,,,6.0,,2.0,6.0,8.0,1.0,3.0,1.0,17.0,17.0,1.0,1.0,2.0,,1.0,87.0
38,"Pyke, Mike",8,3,6,14,,1.0,32.0,1.0,,3.0,4.0,4.0,1.0,3.0,,5.0,7.0,1.0,,2.0,,,94.0
24,"Rampe, Dane",10,2,11,21,,,,1.0,4.0,2.0,,,,,,5.0,16.0,1.0,,1.0,5.0,1.0,83.0
20,"Reid, Sam",1,1,4,5,,,2.0,,,,,1.0,,1.0,,1.0,5.0,,,1.0,,,78.0
25,"Richards, Ted",6,6,15,21,,,,,2.0,3.0,,2.0,,,,7.0,13.0,1.0,,7.0,,1.0,98.0
16,"Rohan, Gary",12,6,7,19,,1.0,,3.0,4.0,6.0,,2.0,1.0,,,4.0,17.0,1.0,1.0,10.0,2.0,1.0,86.0
8,"Tippett, Kurt",8,4,8,16,3,1.0,5.0,,,3.0,2.0,2.0,2.0,1.0,,9.0,7.0,1.0,1.0,2.0,,,85.0
22 ↑,"Towers, Dean",5,2,5,10,1,1.0,,,,2.0,,,,,,2.0,7.0,,,2.0,,,67.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,210,95,192,402,19,13.0,39.0,50.0,29.0,66.0,34.0,49.0,16.0,16.0,6.0,129.0,276.0,13.0,19.0,51.0,12.0,15.0,
Opposition,Opposition,221,104,162,383,8,8.0,36.0,38.0,46.0,38.0,34.0,50.0,16.0,16.0,,127.0,255.0,6.0,8.0,39.0,10.0,7.0,
