Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"AhMat, Robert",3,4.0,3.0,6,,1.0,,2.0,,2.0,,,,1.0,,2,4,,1.0,,,,
27,"Ball, Jason",11,6.0,3.0,14,4.0,2.0,1.0,1.0,,2.0,1.0,1.0,1.0,,,9,5,3.0,5.0,1.0,,,
21,"Barry, Leo",5,2.0,5.0,10,1.0,1.0,,1.0,1.0,,,2.0,,1.0,,7,3,1.0,1.0,,,,
24,"Bolton, Jude",11,5.0,7.0,18,1.0,,,1.0,1.0,5.0,2.0,2.0,2.0,,,10,8,2.0,2.0,3.0,,,
8,"Cresswell, Daryn",15,4.0,8.0,23,2.0,,,2.0,1.0,8.0,1.0,2.0,,,,3,20,,,,,,
28,"Crouch, Jared",10,1.0,6.0,16,,,,3.0,3.0,3.0,1.0,2.0,1.0,,,7,10,,,,,,
6,"Dunkley, Andrew",6,3.0,8.0,14,,,,,4.0,,2.0,1.0,2.0,,,9,5,2.0,,1.0,,,
10,"Filandia, Peter",5,2.0,4.0,9,1.0,,,1.0,,,1.0,1.0,,,,4,5,,1.0,,,,
18,"Fitzgerald, Ryan",4,1.0,1.0,5,1.0,1.0,,1.0,,2.0,,1.0,,,,3,2,1.0,1.0,1.0,1.0,,
37,"Goodes, Adam",8,3.0,,8,2.0,,4.0,,,1.0,2.0,2.0,,3.0,,4,2,2.0,2.0,1.0,,,
31,"Kirk, Brett",5,1.0,1.0,6,,,,2.0,,1.0,,,,,,1,6,,,,,,
34,"Luff, Troy",13,7.0,5.0,18,,,1.0,1.0,8.0,5.0,2.0,,2.0,,,8,10,1.0,,2.0,,,
36,"Mathews, Ben",11,4.0,6.0,17,,,,3.0,2.0,1.0,6.0,,2.0,,,11,6,1.0,,,,,
11,"Maxfield, Stuart",6,2.0,2.0,8,,,,2.0,2.0,3.0,,,,1.0,,1,7,,,1.0,1.0,,
23,"Nicks, Matthew",6,6.0,7.0,13,1.0,,,3.0,,3.0,2.0,1.0,1.0,,,5,8,1.0,,,,,
19,"OLoughlin, Michael",16,11.0,5.0,21,,,,,2.0,5.0,4.0,2.0,2.0,,,7,14,2.0,1.0,1.0,1.0,,
22,"Saddington, Jason",4,2.0,3.0,7,,1.0,,,2.0,1.0,,1.0,,,,3,4,1.0,1.0,,,,
25,"Schauble, Andrew",11,4.0,8.0,19,,,,,4.0,,2.0,2.0,1.0,2.0,,9,9,,,1.0,,,
2,"Schwass, Wayne",23,9.0,8.0,31,1.0,2.0,,4.0,4.0,6.0,6.0,6.0,2.0,2.0,,8,19,,3.0,,1.0,,
1,"Stafford, Greg",9,3.0,6.0,15,,,31.0,1.0,1.0,6.0,9.0,2.0,1.0,2.0,,13,6,,,3.0,,,
20,"Stevens, John",16,8.0,5.0,21,1.0,1.0,,,2.0,7.0,2.0,2.0,1.0,1.0,,7,14,,1.0,,,,
33,"Warfe, Rowan",1,,2.0,3,,,,,1.0,,,1.0,,,,2,1,,,,1.0,,
Totals,Totals,199,88.0,103.0,302,15.0,9.0,37.0,28.0,38.0,61.0,43.0,31.0,18.0,13.0,,133,168,17.0,19.0,15.0,5.0,,
Opposition,Opposition,183,70.0,88.0,271,17.0,6.0,26.0,19.0,41.0,58.0,45.0,27.0,13.0,18.0,6.0,132,141,13.0,14.0,27.0,17.0,,
