Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
32,"Bell, Peter",20,7,13,33,1,1.0,,1.0,7.0,4.0,2.0,3.0,3.0,2.0,3.0,12.0,22.0,1.0,,1.0,6.0,2.0,100.0
9,"Carr, Matthew",13,6,4,17,,,,2.0,,3.0,,3.0,,2.0,,3.0,14.0,,,1.0,1.0,,100.0
10,"Cook, Troy",13,4,5,18,1,,,7.0,2.0,4.0,3.0,1.0,,1.0,,4.0,14.0,,,2.0,,,85.0
24,"Croad, Trent",4,1,6,10,1,,,,,3.0,1.0,3.0,,3.0,,6.0,4.0,,,,,,74.0
38,"Cunningham, Ben",11,4,1,12,1,,,3.0,,4.0,,2.0,,,,2.0,10.0,,1.0,,,1.0,37.0
14,"Grover, Antoni",8,9,6,14,,,,6.0,2.0,4.0,1.0,2.0,1.0,,,6.0,8.0,2.0,,1.0,2.0,,79.0
42,"Haddrill, Robert",13,3,3,16,,,,5.0,6.0,,1.0,1.0,3.0,1.0,,4.0,9.0,,,3.0,,,100.0
4,"Hasleby, Paul",15,7,15,30,2,,1.0,2.0,1.0,4.0,9.0,4.0,3.0,1.0,2.0,18.0,11.0,2.0,2.0,2.0,,,92.0
28,"Koops, Steven",7,3,3,10,,,,4.0,1.0,3.0,2.0,,1.0,,,4.0,7.0,,1.0,1.0,,,77.0
20,"Longmuir, Justin",3,4,4,7,,2.0,,1.0,,1.0,,,1.0,,,7.0,1.0,4.0,2.0,3.0,,2.0,75.0
8,"McManus, Shaun",9,5,5,14,1,,,5.0,,2.0,2.0,,,,,6.0,9.0,1.0,,,,,93.0
18,"McPharlin, Luke",5,4,3,8,,,,,3.0,,,1.0,,1.0,,5.0,3.0,2.0,,2.0,,,36.0
34,"Medhurst, Paul",12,5,2,14,2,3.0,,1.0,,1.0,,2.0,,,,10.0,3.0,4.0,4.0,,,1.0,96.0
29,"Pavlich, Matthew",14,4,3,17,4,2.0,,1.0,,4.0,3.0,3.0,1.0,2.0,,9.0,7.0,3.0,2.0,4.0,,1.0,100.0
12,"Polak, Graham",9,6,8,17,,,,2.0,2.0,1.0,,1.0,,,,8.0,8.0,3.0,,8.0,,,98.0
31,"Sandilands, Aaron",2,2,3,5,,,17.0,1.0,,1.0,2.0,,1.0,,,6.0,,2.0,,,,,50.0
3,"Schammer, Byron",6,1,5,11,,,,3.0,2.0,3.0,1.0,2.0,,1.0,,5.0,6.0,,,1.0,,,63.0
35,"Siegert, Andrew",6,3,3,9,,,,6.0,,2.0,,1.0,1.0,,,2.0,7.0,,,1.0,,,96.0
2,"Simmonds, Troy",8,5,5,13,,,13.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,,5.0,7.0,1.0,1.0,2.0,,,81.0
22,"Thornton, Scott",6,4,5,11,,,,,1.0,1.0,,2.0,1.0,,,6.0,5.0,1.0,,2.0,,,70.0
19,"Walker, James",5,5,4,9,,,,1.0,,1.0,,,,,,3.0,6.0,1.0,,2.0,1.0,,96.0
6,"Woods, Dion",14,9,4,18,,,,3.0,6.0,3.0,,3.0,,1.0,,5.0,14.0,,,2.0,,,100.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,203,101,110,313,13,10.0,31.0,56.0,34.0,50.0,28.0,37.0,17.0,16.0,5.0,136.0,175.0,27.0,13.0,38.0,10.0,7.0,
Opposition,Opposition,172,70,104,276,10,12.0,29.0,48.0,33.0,46.0,32.0,41.0,16.0,17.0,1.0,126.0,152.0,14.0,8.0,43.0,15.0,6.0,
