Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
3,"Bartram, Clint",21y 83d,51 (17-1-33 34.31%),12 (0.24),←,
6,"Bate, Matthew",21y 351d,55 (18-0-37 32.73%),46 (0.84),←,
43,"Bennell, Jamie",18y 337d,7 (1-0-6 14.29%),2 (0.29),←,
32,"Bruce, Cameron",29y 222d,191 (82-1-108 43.19%),199 (1.04),←,
36,"Davey, Aaron",25y 334d,104 (45-1-58 43.75%),132 (1.27),←,
14,"Dunn, Lynden",21y 361d,44 (13-0-31 29.55%),32 (0.73),←,
8,"Frawley, James",20y 232d,27 (7-0-20 25.93%),,←,
16,"Grimes, Jack",19y 364d,2 (0-0-2 0.00%),,←,
11,"Johnson, Paul",24y 318d,50 (12-0-38 24.00%),14 (0.28),49 (11-0-38 22.45%),14 (0.29)
2,"Jones, Nathan",21y 110d,57 (12-1-44 21.93%),22 (0.39),←,
19,"Maric, Addam",19y 22d,7 (1-0-6 14.29%),4 (0.57),←,
34,"Martin, Stefan",22y 174d,14 (3-0-11 21.43%),,←,
23,"McDonald, James",32y 217d,222 (94-1-127 42.57%),50 (0.23),←,
5,"McLean, Brock",23y 60d,82 (34-1-47 42.07%),34 (0.41),←,
7,"Miller, Brad",25y 308d,117 (42-1-74 36.32%),71 (0.61),←,
22,"Moloney, Brent",25y 102d,76 (30-1-45 40.13%),18 (0.24),53 (18-0-35 33.96%),12 (0.23)
10,"Morton, Cale",19y 112d,26 (3-0-23 11.54%),16 (0.62),←,
15,"Petterd, Ricky",20y 290d,18 (4-0-14 22.22%),14 (0.78),←,
27,"Rivers, Jared",24y 204d,77 (35-1-41 46.10%),4 (0.05),←,
24,"Robertson, Russell",30y 167d,217 (102-1-114 47.24%),404 (1.86),←,
12,"Sylvia, Colin",23y 183d,76 (26-1-49 34.87%),50 (0.66),←,
37,"Warnock, Matthew",25y 37d,28 (5-0-23 17.86%),1 (0.04),←,
Totals,Totals,23y 209d,1548 (586-11-951 37.86%),1125 (0.73),,
C,"Bailey, Dean",42y 112d,29 (4-0-25 13.79%),,←,
