Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
32,"Bell, Peter",16,5,17,33,1,,,4.0,2.0,2.0,3.0,,2.0,,,16.0,19.0,,,,,,100.0
36,"Browne, Andrew",8,3,,8,,3.0,,1.0,,3.0,,2.0,,,,1.0,6.0,,1.0,1.0,1.0,,55.0
9,"Carr, Matthew",10,4,2,12,1,,,3.0,1.0,4.0,2.0,1.0,1.0,1.0,,2.0,10.0,,1.0,1.0,2.0,,97.0
10,"Cook, Troy",2,1,8,10,,,,8.0,1.0,,2.0,,,,,3.0,7.0,,,1.0,,,71.0
33,"Farmer, Jeff",1,,1,2,,,,,,1.0,1.0,1.0,,1.0,,2.0,,,,,,,39.0
14,"Grover, Antoni",5,3,4,9,,,,1.0,1.0,2.0,,2.0,1.0,,,3.0,6.0,1.0,,2.0,1.0,,82.0
42,"Haddrill, Robert",3,1,5,8,,,,2.0,,,,2.0,1.0,2.0,,4.0,3.0,,,2.0,,,100.0
39,"Haines, Daniel",8,2,8,16,,,,7.0,3.0,4.0,3.0,1.0,1.0,,,6.0,10.0,,,2.0,1.0,,75.0
4,"Hasleby, Paul",16,6,9,25,2,,1.0,4.0,,5.0,6.0,3.0,2.0,2.0,,13.0,13.0,,2.0,1.0,,,94.0
43,"Hayden, Roger",10,6,8,18,,,,4.0,4.0,1.0,,3.0,1.0,1.0,,8.0,10.0,2.0,,1.0,3.0,1.0,89.0
11,"Headland, Des",19,5,3,22,,,,2.0,8.0,5.0,2.0,3.0,1.0,2.0,,10.0,13.0,,,2.0,7.0,,100.0
5,"Jones, Anthony",2,2,,2,,1.0,,1.0,,,,3.0,,2.0,,,2.0,,1.0,4.0,,,46.0
21,"Longmuir, Troy",2,2,4,6,,,,,,1.0,,2.0,,,,5.0,1.0,1.0,2.0,1.0,,,74.0
8,"McManus, Shaun",11,3,5,16,2,,,4.0,3.0,1.0,,,1.0,,,7.0,9.0,,,,1.0,,93.0
34,"Medhurst, Paul",9,6,1,10,3,1.0,,1.0,,1.0,,4.0,2.0,2.0,,5.0,5.0,2.0,5.0,2.0,,2.0,100.0
29,"Pavlich, Matthew",16,5,7,23,2,1.0,3.0,5.0,,7.0,7.0,,1.0,,1.0,13.0,10.0,1.0,1.0,2.0,,2.0,93.0
12,"Polak, Graham",5,3,1,6,,,,1.0,4.0,,,,2.0,,,5.0,,3.0,,8.0,,,85.0
31,"Sandilands, Aaron",5,4,3,8,1,,13.0,1.0,,,2.0,1.0,1.0,,,3.0,5.0,1.0,1.0,1.0,,,61.0
3,"Schammer, Byron",6,3,3,9,,,,1.0,2.0,2.0,,2.0,,2.0,,4.0,5.0,,,1.0,,1.0,57.0
2,"Simmonds, Troy",3,1,1,4,1,1.0,16.0,,,1.0,,1.0,1.0,1.0,,2.0,2.0,,1.0,2.0,,,100.0
19,"Walker, James",8,4,1,9,,,,4.0,4.0,,1.0,4.0,1.0,2.0,,2.0,7.0,,,1.0,,,100.0
6,"Woods, Dion",4,1,4,8,,,,4.0,2.0,,,3.0,,1.0,,2.0,7.0,1.0,,1.0,,,89.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,169,70,95,264,13,11.0,33.0,58.0,35.0,40.0,29.0,38.0,19.0,19.0,1.0,116.0,150.0,12.0,15.0,36.0,16.0,6.0,
Opposition,Opposition,183,76,152,335,22,13.0,27.0,35.0,24.0,66.0,38.0,35.0,19.0,19.0,5.0,146.0,197.0,10.0,17.0,33.0,9.0,16.0,
