Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
20,"Ablett, Luke",21y 239d,21 (11-0-10 52.38%),2 (0.10),←,
27,"Ball, Jason",31y 240d,164 (98-0-66 59.76%),155 (0.95),61 (35-0-26 57.38%),41 (0.67)
21,"Barry, Leo",27y 60d,137 (76-0-61 55.47%),50 (0.36),←,
42,"Bevan, Paul",19y 295d,16 (9-0-7 56.25%),4 (0.25),←,
6,"Bolton, Craig",24y 48d,69 (41-0-28 59.42%),12 (0.17),40 (24-0-16 60.00%),2 (0.05)
24,"Bolton, Jude",24y 125d,107 (54-1-52 50.93%),63 (0.59),←,
32,"Buchanan, Amon",21y 282d,14 (6-0-8 42.86%),4 (0.29),←,
28,"Crouch, Jared",26y 135d,148 (76-1-71 51.69%),32 (0.22),←,
15,"Doyle, Stephen",23y 5d,31 (18-1-12 59.68%),15 (0.48),←,
12,"Fosdike, Nic",24y 143d,104 (51-1-52 49.52%),47 (0.45),←,
37,"Goodes, Adam",24y 192d,127 (64-1-62 50.79%),139 (1.09),←,
1,"Hall, Barry",27y 161d,145 (64-2-79 44.83%),316 (2.18),57 (30-1-26 53.51%),172 (3.02)
17,"Kennelly, Tadhg",23y 17d,67 (38-0-29 56.72%),24 (0.36),←,
31,"Kirk, Brett",27y 267d,89 (46-1-42 52.25%),43 (0.48),←,
4,"Mathews, Ben",25y 232d,126 (65-1-60 51.98%),23 (0.18),←,
11,"Maxfield, Stuart",32y 100d,276 (138-3-135 50.54%),148 (0.54),187 (103-2-82 55.61%),83 (0.44)
3,"McVeigh, Jarrad",19y 102d,14 (9-0-5 64.29%),5 (0.36),←,
23,"Nicks, Matthew",29y 66d,158 (87-1-70 55.38%),122 (0.77),←,
5,"OKeefe, Ryan",23y 176d,59 (32-0-27 54.24%),54 (0.92),←,
19,"OLoughlin, Michael",27y 149d,191 (106-2-83 56.02%),300 (1.57),←,
25,"Schauble, Andrew",27y 244d,155 (66-0-89 42.58%),33 (0.21),76 (39-0-37 51.32%),22 (0.29)
13,"Schneider, Adam",20y 67d,32 (20-0-12 62.50%),38 (1.19),←,
Totals,Totals,25y 36d,2250 (1175-15-1060 52.22%),1629 (0.72),,
C,"Roos, Paul",41y 21d,50 (30-0-20 60.00%),,←,
