Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
1,"Ballantyne, Hayden",7,3,1,8,1,,,4.0,,2.0,,1.0,,,,,8.0,,1.0,,,,79.0
19,"Blakely, Connor",23,11,10,33,,1.0,,6.0,5.0,4.0,4.0,3.0,2.0,,1.0,9.0,24.0,1.0,,2.0,,,90.0
36,"Cox, Brennan",5,3,8,13,,2.0,3.0,,1.0,2.0,1.0,2.0,,,,6.0,8.0,,1.0,2.0,,,87.0
17,"Crozier, Hayden",8,9,8,16,,1.0,,6.0,1.0,5.0,,3.0,,1.0,,5.0,11.0,1.0,1.0,,,2.0,76.0
4,"Darcy, Sean",5,2,6,11,,,32.0,4.0,1.0,,1.0,2.0,,,,3.0,8.0,,,2.0,,,85.0
7,"Fyfe, Nat",13,4,17,30,,1.0,,6.0,1.0,5.0,8.0,3.0,2.0,1.0,,19.0,10.0,3.0,1.0,6.0,,,87.0
21,"Hamling, Joel",3,1,4,7,,,,1.0,2.0,,,,2.0,,,5.0,2.0,,,1.0,,,93.0
9,"Hill, Bradley",21,4,7,28,,3.0,,4.0,3.0,6.0,2.0,3.0,1.0,,,4.0,26.0,,,1.0,,1.0,82.0
32,"Hill, Stephen",12,3,7,19,,2.0,,3.0,,3.0,2.0,4.0,,,,8.0,12.0,,,1.0,1.0,,77.0
15,"Hughes, Ethan",7,3,4,11,,,,,2.0,2.0,,1.0,,,,1.0,9.0,,,2.0,,,84.0
37,"Johnson, Michael",7,6,4,11,,,,,2.0,1.0,,1.0,3.0,,,5.0,7.0,1.0,,4.0,,,89.0
22,"Kersten, Shane",2,1,6,8,1,,,2.0,1.0,2.0,,1.0,,1.0,,3.0,4.0,,,1.0,,,86.0
2,"Logue, Griffin",3,2,6,9,,,,3.0,,,,2.0,,,,4.0,4.0,,,3.0,,,70.0
16,"Mundy, David",10,3,14,24,,1.0,,3.0,2.0,3.0,4.0,2.0,1.0,1.0,,11.0,12.0,,,1.0,,,65.0
27,"Neale, Lachie",13,5,21,34,,,,4.0,3.0,3.0,11.0,4.0,2.0,,,14.0,18.0,,,,1.0,,85.0
43,"Nyhuis, Ryan",5,3,5,10,,,,3.0,1.0,,,3.0,,1.0,,6.0,4.0,1.0,1.0,2.0,,,86.0
38,"Ryan, Luke",10,7,10,20,,,,1.0,3.0,2.0,,6.0,,1.0,,8.0,11.0,1.0,,5.0,,,83.0
34,"Spurr, Lee",9,3,4,13,,,,2.0,3.0,2.0,,2.0,1.0,,,3.0,8.0,,,3.0,,,88.0
8,"Suban, Nick",13,3,4,17,1,,,3.0,1.0,6.0,3.0,4.0,2.0,3.0,,7.0,11.0,,1.0,,,1.0,71.0
18,"Tucker, Darcy",7,6,9,16,,,,4.0,,1.0,,2.0,,1.0,,2.0,14.0,,,,,,83.0
10,"Walters, Michael",10,1,4,14,2,1.0,,4.0,,4.0,3.0,2.0,3.0,1.0,,5.0,10.0,,,3.0,2.0,1.0,79.0
14,"Weller, Lachie",11,4,9,20,,1.0,,2.0,1.0,4.0,1.0,2.0,,,,7.0,12.0,,1.0,,2.0,,74.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,204,87,168,372,5,14.0,35.0,65.0,33.0,57.0,40.0,53.0,19.0,11.0,1.0,135.0,233.0,8.0,7.0,39.0,6.0,5.0,
Opposition,Opposition,244,143,180,424,11,8.0,43.0,50.0,48.0,46.0,28.0,56.0,11.0,19.0,5.0,135.0,301.0,15.0,11.0,41.0,11.0,7.0,
