Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
5,"Ablett, Gary",32y 198d,188 (105-1-82 56.12%),728 (3.87),182 (100-1-81 55.22%),718 (3.95)
6,"Barnes, John",24y 320d,47 (24-1-22 52.13%),21 (0.45),35 (18-0-17 51.43%),9 (0.26)
9,"Breuer, Shayne",21y 219d,4 (1-0-3 25.00%),2 (0.50),←,
16,"Brownless, Bill",27y 79d,139 (76-1-62 55.04%),338 (2.43),←,
2,"Colbert, Leigh",18y 314d,10 (7-0-3 70.00%),1 (0.10),←,
7,"Couch, Paul",29y 272d,188 (106-0-82 56.38%),158 (0.84),←,
28,"Darcy, Tim",30y 92d,157 (83-0-74 52.87%),65 (0.41),←,
33,"Forssman, Darren",23y 215d,39 (25-0-14 64.10%),28 (0.72),←,
14,"Handley, Steven",23y 268d,39 (24-0-15 61.54%),23 (0.59),←,
42,"Hickmott, Adrian",22y 18d,14 (8-0-6 57.14%),7 (0.50),←,
29,"Hinkley, Ken",27y 199d,97 (54-0-43 55.67%),64 (0.66),86 (50-0-36 58.14%),43 (0.50)
32,"Hocking, Garry",25y 191d,123 (69-1-53 56.50%),122 (0.99),←,
1,"Hocking, Steve",29y 89d,181 (97-0-84 53.59%),10 (0.06),←,
35,"Liddle, Cain",18y 310d,4 (1-0-3 25.00%),,←,
21,"Mansfield, Michael",22y 252d,53 (29-0-24 54.72%),41 (0.77),←,
17,"McGrath, Tim",23y 192d,56 (34-0-22 60.71%),2 (0.04),49 (30-0-19 61.22%),2 (0.04)
20,"OReilly, Stephen",21y 159d,16 (8-0-8 50.00%),5 (0.31),←,
23,"Pickering, Liam",25y 220d,38 (17-0-21 44.74%),17 (0.45),16 (8-0-8 50.00%),9 (0.56)
15,"Riccardi, Peter",21y 121d,41 (26-0-15 63.41%),34 (0.83),←,
8,"Scott, Robert",25y 47d,124 (70-1-53 56.85%),159 (1.28),←,
4,"Wills, Andrew",22y 104d,37 (25-0-12 67.57%),19 (0.51),←,
Totals,Totals,24y 237d,1595 (889-5-701 55.74%),1844 (1.16),,
C,"Blight, Malcolm",44y 60d,139 (80-0-59 57.55%),,123 (74-0-49 60.16%),
