Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
21,"Akermanis, Jason",33y 39d,318 (192-6-120 61.32%),419 (1.32),70 (41-2-27 60.00%),112 (1.60)
5,"Boyd, Matthew",27y 220d,142 (71-2-69 50.70%),50 (0.35),←,
17,"Cooney, Adam",24y 186d,137 (71-2-64 52.55%),129 (0.94),←,
4,"Cross, Daniel",27y 5d,135 (66-3-66 50.00%),25 (0.19),←,
3,"Everitt, Andrejs",21y 22d,26 (15-1-10 59.62%),6 (0.23),←,
13,"Giansiracusa, Daniel",28y 24d,170 (77-4-89 46.47%),174 (1.02),←,
9,"Gilbee, Lindsay",28y 270d,166 (83-2-81 50.60%),101 (0.61),←,
16,"Griffen, Ryan",23y 251d,99 (57-1-41 58.08%),52 (0.53),←,
8,"Hahn, Mitch",28y 329d,164 (79-2-83 48.78%),154 (0.94),←,
28,"Hall, Barry",33y 55d,252 (127-3-122 50.99%),615 (2.44),2 (1-0-1 50.00%),4 (2.00)
40,"Harbrow, Jarrod",21y 260d,50 (28-1-21 57.00%),20 (0.40),←,
25,"Hargrave, Ryan",28y 252d,166 (79-4-83 48.80%),35 (0.21),←,
7,"Higgins, Shaun",22y 31d,54 (30-1-23 56.48%),67 (1.24),←,
20,"Hill, Josh",21y 75d,44 (28-1-15 64.77%),53 (1.20),←,
15,"Hudson, Ben",31y 39d,104 (64-1-39 62.02%),10 (0.10),49 (32-1-16 66.33%),4 (0.08)
36,"Lake, Brian",28y 36d,149 (71-2-76 48.32%),17 (0.11),←,
27,"Minson, Will",24y 358d,93 (55-1-37 59.68%),49 (0.53),←,
44,"Moles, Brodie",24y 148d,1 (1-0-0 100.00%),1 (1.00),←,
38,"Morris, Dale",27y 96d,113 (66-2-45 59.29%),2 (0.02),←,
2,"Murphy, Robert",27y 299d,169 (74-4-91 44.97%),139 (0.82),←,
42,"Picken, Liam",23y 246d,25 (16-0-9 64.00%),10 (0.40),←,
12,"Williams, Tom",23y 261d,35 (19-1-15 55.71%),1 (0.03),←,
Totals,Totals,26y 143d,2612 (1369-44-1199 52.41%),2129 (0.82),,
C,"Eade, Rodney",52y,272 (148-4-120 55.15%),,120 (67-2-51 56.67%),
