Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
33,"Barlow, Kris",25y 256d,1 (1-0-0 100.00%),1 (1.00),←,
17,"Chick, Daniel",23y 46d,64 (27-1-36 42.97%),71 (1.11),←,
23,"Collica, Michael",21y 262d,1 (1-0-0 100.00%),1 (1.00),←,
35,"Cox, Adrian",18y 201d,1 (1-0-0 100.00%),,←,
9,"Crawford, Shane",24y 200d,115 (55-1-59 48.26%),87 (0.76),←,
24,"Croad, Trent",19y 19d,18 (8-0-10 44.44%),4 (0.22),←,
19,"Dixon, Ben",21y 287d,33 (15-0-18 45.45%),46 (1.39),←,
34,"Graham, Mark",26y 15d,101 (45-1-55 45.05%),34 (0.34),←,
5,"Harford, Daniel",22y 9d,75 (31-0-44 41.33%),29 (0.39),←,
13,"Hassall, Jon",25y 226d,83 (33-2-48 40.96%),15 (0.18),33 (14-0-19 42.42%),3 (0.09)
3,"Hay, Jonathan",19y 227d,22 (6-0-16 27.27%),3 (0.14),←,
2,"Holland, Nick",24y 242d,78 (32-1-45 41.67%),100 (1.28),←,
37,"Lekkas, Angelo",22y 272d,48 (18-0-30 37.50%),7 (0.15),←,
15,"Lord, Aaron",23y 250d,77 (40-1-36 52.60%),72 (0.94),45 (17-0-28 37.78%),53 (1.18)
7,"McCabe, Luke",22y 230d,51 (23-0-28 45.10%),3 (0.06),←,
10,"Robran, Jonathon",26y 158d,58 (25-0-33 43.10%),5 (0.09),←,
4,"Salmon, Paul",34y 67d,269 (148-3-118 55.58%),533 (1.98),60 (25-1-34 42.50%),24 (0.40)
6,"Taylor, Richard",25y 257d,75 (32-1-42 43.33%),30 (0.40),←,
16,"Thompson, Nathan",21y 42d,3 (2-0-1 66.67%),,←,
8,"Treleven, Craig",28y 287d,59 (26-1-32 44.92%),16 (0.27),←,
21,"Vandenberg, Richard",22y 73d,2 (1-0-1 50.00%),1 (0.50),←,
30,"Woods, Tony",29y 269d,115 (48-1-66 42.17%),23 (0.20),84 (32-1-51 38.69%),13 (0.15)
Totals,Totals,24y 28d,1349 (618-13-718 45.81%),1081 (0.80),,
C,"Judge, Ken",41y 72d,68 (28-1-39 41.91%),,←,
