Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
11,"Archer, Glenn",30y 62d,225 (138-0-87 61.33%),125 (0.56),←,
27,"Baird, John",22y 348d,23 (12-1-10 54.35%),5 (0.22),←,
16,"Brown, Leigh",21y 91d,72 (23-1-48 32.64%),25 (0.35),9 (4-1-4 50.00%),5 (0.56)
22,"Burton, Matthew",33y 6d,140 (58-0-82 41.43%),63 (0.45),70 (36-0-34 51.43%),31 (0.44)
2,"Colbert, Leigh",27y 352d,165 (93-2-70 56.97%),63 (0.38),60 (31-1-28 52.50%),13 (0.22)
39,"Harding, Leigh",22y 29d,33 (16-1-16 50.00%),51 (1.55),←,
4,"Harris, Daniel",21y 15d,16 (6-1-9 40.63%),2 (0.13),←,
29,"Harvey, Brent",25y 11d,138 (85-1-52 61.96%),161 (1.17),←,
21,"Jones, Corey",22y 88d,25 (10-0-15 40.00%),17 (0.68),←,
34,"King, David",31y 79d,207 (129-1-77 62.56%),122 (0.59),←,
35,"Makepeace, Troy",24y 80d,71 (36-1-34 51.41%),18 (0.25),←,
32,"Morrell, Digby",23y 227d,34 (17-1-16 51.47%),40 (1.18),←,
20,"Petrie, Drew",20y 222d,28 (12-1-15 44.64%),22 (0.79),←,
3,"Rawlings, Brady",21y 349d,58 (35-0-23 60.34%),22 (0.38),←,
26,"Rocca, Saverio",29y 186d,203 (92-3-108 46.06%),617 (3.04),47 (22-1-24 47.87%),103 (2.19)
7,"Simpson, Adam",27y 98d,168 (106-1-61 63.39%),53 (0.32),←,
9,"Sinclair, Jess",24y 272d,92 (32-1-59 35.33%),46 (0.50),42 (19-1-22 46.43%),20 (0.48)
10,"Stevens, Anthony",31y 327d,261 (158-1-102 60.73%),116 (0.44),←,
40,"Teague, David",22y 20d,30 (16-0-14 53.33%),4 (0.13),←,
1,"Watson, Ashley",19y 60d,2 (1-0-1 50.00%),,←,
36,"Watt, Shannon",22y 180d,35 (17-1-17 50.00%),4 (0.11),←,
8,"Wells, Daniel",18y 111d,5 (3-1-1 70.00%),3 (0.60),←,
Totals,Totals,24y 246d,2031 (1095-19-917 53.91%),1579 (0.78),,
C,"Laidley, Dani",36y 59d,9 (4-1-4 50.00%),,←,
