Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
22,"Addison, Dylan",19y 232d,8 (5-0-3 62.50%),1 (0.13),←,
21,"Akermanis, Jason",30y 92d,255 (155-4-96 61.57%),313 (1.23),7 (4-0-3 57.14%),6 (0.86)
5,"Boyd, Matthew",24y 273d,77 (34-0-43 44.16%),22 (0.29),←,
17,"Cooney, Adam",21y 239d,74 (34-0-40 45.95%),78 (1.05),←,
4,"Cross, Daniel",24y 58d,78 (34-1-43 44.23%),14 (0.18),←,
14,"Darcy, Luke",31y 319d,213 (95-4-114 45.54%),176 (0.83),←,
10,"Eagleton, Nathan",28y 198d,202 (91-3-108 45.79%),171 (0.85),146 (65-1-80 44.86%),126 (0.86)
18,"Faulkner, Cameron",23y 5d,18 (7-0-11 38.89%),9 (0.50),←,
13,"Giansiracusa, Daniel",25y 77d,112 (44-2-66 40.18%),104 (0.93),←,
9,"Gilbee, Lindsay",25y 323d,106 (47-1-58 44.81%),56 (0.53),←,
8,"Hahn, Mitch",26y 17d,105 (42-1-62 40.48%),69 (0.66),←,
25,"Hargrave, Ryan",25y 305d,103 (43-2-58 42.72%),27 (0.26),←,
19,"Higgins, Shaun",19y 84d,14 (9-0-5 64.29%),17 (1.21),←,
6,"Johnson, Brad",30y 313d,287 (133-5-149 47.21%),427 (1.49),←,
36,"Lake, Brian",25y 89d,84 (34-0-50 40.48%),9 (0.11),←,
38,"Morris, Dale",24y 149d,50 (29-0-21 58.00%),1 (0.02),←,
15,"Power, Sam",23y 329d,76 (28-1-47 37.50%),15 (0.20),←,
1,"Ray, Farren",21y 65d,51 (24-0-27 47.06%),21 (0.41),←,
30,"Robbins, Matthew",30y 19d,141 (61-2-78 43.97%),127 (0.90),134 (57-2-75 43.28%),127 (0.95)
11,"Street, Peter",26y 355d,69 (29-1-39 42.75%),14 (0.20),52 (22-0-30 42.31%),11 (0.21)
7,"West, Scott",32y 194d,309 (145-4-160 47.57%),103 (0.33),←,
37,"Wight, Cameron",22y 52d,21 (9-0-12 42.86%),1 (0.05),←,
Totals,Totals,25y 222d,2453 (1132-31-1290 46.15%),1775 (0.72),,
C,"Eade, Rodney",49y 53d,207 (111-2-94 54.11%),,55 (30-0-25 54.55%),
