Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
32,"Dangerfield, Patrick",19y 48d,11 (5-0-6 45.45%),9 (0.82),←,
11,"Doughty, Michael",29y 291d,151 (91-0-60 60.26%),36 (0.24),←,
26,"Douglas, Richard",22y 106d,47 (25-0-22 53.19%),29 (0.62),←,
9,"Edwards, Tyson",32y 290d,298 (162-0-136 54.36%),186 (0.62),←,
36,"Goodwin, Simon",32y 148d,247 (140-0-107 56.68%),157 (0.64),←,
18,"Johncock, Graham",26y 214d,155 (86-0-69 55.48%),90 (0.58),←,
21,"Knights, Chris",22y 240d,55 (31-0-24 56.36%),21 (0.38),←,
14,"Mackay, David",20y 302d,28 (17-0-11 60.71%),7 (0.25),←,
20,"Maric, Ivan",23y 139d,35 (20-0-15 57.14%),17 (0.49),←,
23,"McLeod, Andrew",32y 292d,313 (170-0-143 54.31%),258 (0.82),←,
2,"Moran, Brad",22y 236d,13 (5-0-8 38.46%),7 (0.54),10 (5-0-5 50.00%),7 (0.70)
22,"Otten, Andy",20y 8d,11 (5-0-6 45.45%),1 (0.09),←,
40,"Porplyzia, Jason",24y 177d,53 (32-0-21 60.38%),79 (1.49),←,
3,"Reilly, Brent",25y 192d,102 (59-0-43 57.84%),41 (0.40),←,
25,"Rutten, Ben",25y 360d,111 (68-0-43 61.26%),5 (0.05),←,
27,"Stevens, Scott",27y 128d,109 (55-1-53 50.92%),73 (0.67),84 (45-0-39 53.57%),56 (0.67)
15,"Symes, Brad",24y 77d,41 (19-0-22 46.34%),5 (0.12),21 (11-0-10 52.38%),3 (0.14)
5,"Thompson, Scott",26y 70d,140 (80-0-60 57.14%),100 (0.71),101 (62-0-39 61.39%),83 (0.82)
4,"Tippett, Kurt",22y 15d,28 (14-0-14 50.00%),28 (1.00),←,
7,"van Berlo, Nathan",22y 351d,85 (50-0-35 58.82%),24 (0.28),←,
17,"Vince, Bernie",23y 233d,40 (24-0-16 60.00%),22 (0.55),←,
13,"Walker, Taylor",19y 28d,9 (4-0-5 44.44%),15 (1.67),←,
Totals,Totals,24y 312d,2082 (1162-1-919 55.81%),1210 (0.58),,
C,"Craig, Neil",53y 132d,113 (68-0-45 60.18%),,←,
