Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"Ablett, Gary",18,5,15,33,4,1.0,,3.0,1.0,4.0,6.0,5.0,2.0,2.0,3.0,13.0,20.0,,2.0,,,2.0,92.0
11,"Bennell, Harley",12,3,15,27,2,1.0,,5.0,1.0,4.0,1.0,1.0,1.0,,,7.0,20.0,1.0,1.0,1.0,3.0,,83.0
40,"Boston, Andrew",8,5,9,17,4,,,,,3.0,2.0,2.0,,,,9.0,8.0,,3.0,,1.0,2.0,84.0
3,"Brennan, Jared",12,7,6,18,,3.0,9.0,4.0,3.0,1.0,,4.0,,3.0,,2.0,16.0,,2.0,2.0,,1.0,85.0
12,"Day, Sam",6,4,2,8,,1.0,4.0,2.0,,4.0,,2.0,1.0,,,4.0,5.0,,1.0,3.0,,1.0,88.0
23,"Dixon, Charlie",3,,3,6,1,,14.0,1.0,,3.0,1.0,2.0,1.0,1.0,,3.0,3.0,,,2.0,,1.0,87.0
13,"Gillbee, Jacob",5,1,9,14,1,2.0,,2.0,,,1.0,,,,,8.0,6.0,,1.0,,,1.0,88.0
33,"Hall, Aaron",10,6,12,22,1,1.0,,1.0,3.0,4.0,1.0,,,,,3.0,19.0,,1.0,,2.0,2.0,90.0
5,"Harbrow, Jarrod",13,2,4,17,2,,,1.0,2.0,4.0,2.0,1.0,1.0,1.0,,6.0,11.0,,,1.0,2.0,,78.0
7 ↑,"Hunt, Karmichael",3,2,5,8,1,,,,,1.0,1.0,,,,,3.0,5.0,,,2.0,,,30.0
18,"McKenzie, Trent",11,7,3,14,,,,3.0,3.0,2.0,,2.0,,1.0,,3.0,8.0,1.0,,6.0,1.0,1.0,82.0
29,"Murphy, Tom",13,5,4,17,,,,1.0,,4.0,,2.0,,,,2.0,14.0,1.0,,1.0,,1.0,91.0
1,"OMeara, Jaeger",13,3,12,25,,1.0,,6.0,1.0,4.0,4.0,1.0,,1.0,,8.0,17.0,,2.0,,2.0,2.0,76.0
10,"Prestia, Dion",18,4,15,33,1,,,7.0,3.0,7.0,8.0,4.0,3.0,,2.0,15.0,18.0,,,,,,82.0
35,"Rischitelli, Michael",12,7,13,25,2,2.0,,6.0,2.0,2.0,7.0,1.0,1.0,,,12.0,13.0,,2.0,1.0,,,89.0
8,"Russell, Luke",8,8,5,13,,,,3.0,,1.0,,,,,,1.0,11.0,,,,,1.0,90.0
25,"Stanley, Danny",13,5,12,25,3,,1.0,4.0,,6.0,1.0,4.0,1.0,,,7.0,18.0,,1.0,,1.0,1.0,83.0
39,"Sumner, Timmy",,,6,6,,,,1.0,,1.0,,2.0,,1.0,,4.0,2.0,,,1.0,,,85.0
48,"Tape, Seb",5,3,7,12,,,1.0,6.0,1.0,,1.0,2.0,2.0,,,6.0,6.0,,,2.0,,,90.0
16,"Thompson, Rory",6,8,5,11,,,1.0,1.0,,,,1.0,,1.0,1.0,1.0,10.0,1.0,,11.0,,,92.0
4,"Weller, Maverick",15,11,12,27,,1.0,,2.0,2.0,2.0,2.0,1.0,1.0,,,6.0,21.0,1.0,,3.0,,,78.0
38 ↓,"Wilkinson, Joel",10,4,3,13,,,,1.0,,4.0,,2.0,,1.0,,2.0,11.0,,,4.0,,,56.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,214,100,177,391,22,14.0,30.0,60.0,22.0,61.0,38.0,39.0,14.0,12.0,6.0,125.0,262.0,5.0,16.0,40.0,12.0,16.0,
Opposition,Opposition,206,108,147,353,9,9.0,47.0,55.0,37.0,36.0,39.0,42.0,12.0,14.0,,121.0,229.0,10.0,11.0,41.0,8.0,5.0,
