Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
27,"Bollenhagen, Justin",18y 233d,2 (1-0-1 50.00%),3 (1.50),←,
26,"Bradley, Kepler",24y 267d,83 (24-1-58 29.52%),47 (0.57),34 (11-0-23 32.35%),33 (0.97)
6,"Broughton, Greg",23y 312d,27 (11-0-16 40.74%),2 (0.07),←,
44,"Crichton, Jesse",19y 50d,3 (1-0-2 33.33%),2 (0.67),←,
40,"de Boer, Matt",20y 150d,32 (14-0-18 43.75%),9 (0.28),←,
41,"Duffield, Paul",25y 183d,64 (27-0-37 42.19%),18 (0.28),←,
13,"Fyfe, Nat",18y 323d,14 (9-0-5 64.29%),13 (0.93),←,
14,"Grover, Antoni",30y 149d,176 (76-0-100 43.18%),25 (0.14),←,
4,"Hasleby, Paul",29y 56d,206 (90-0-116 43.69%),129 (0.63),←,
43,"Hayden, Roger",29y 241d,121 (63-0-58 52.07%),14 (0.12),←,
32,"Hill, Stephen",20y 98d,41 (18-0-23 43.90%),25 (0.61),←,
5,"Ibbotson, Garrick",22y 145d,56 (20-0-36 35.71%),16 (0.29),←,
37,"Johnson, Michael",25y 291d,98 (49-0-49 50.00%),33 (0.34),←,
18,"McPharlin, Luke",28y 249d,163 (80-0-83 49.08%),112 (0.69),151 (72-0-79 47.68%),109 (0.72)
9,"McPhee, Adam",27y 305d,186 (77-1-108 41.67%),99 (0.53),44 (18-0-26 40.91%),16 (0.36)
2,"Morabito, Anthony",18y 282d,19 (12-0-7 63.16%),10 (0.53),←,
16,"Mundy, David",25y 18d,126 (59-0-67 46.83%),48 (0.38),←,
10,"Palmer, Rhys",21y 175d,37 (13-0-24 35.14%),17 (0.46),←,
29,"Pavlich, Matthew",28y 219d,232 (101-0-131 43.53%),459 (1.98),←,
24,"Roberton, Dylan",19y 47d,8 (5-0-3 62.50%),1 (0.13),←,
8,"Suban, Nick",20y 90d,33 (12-0-21 36.36%),12 (0.36),←,
47,"van Berlo, Jay",21y 323d,20 (12-0-8 60.00%),6 (0.30),←,
Totals,Totals,23y 241d,1747 (774-2-971 44.30%),1100 (0.63),,
C,"Harvey, Mark",45y 57d,70 (28-0-42 40.00%),,←,
