Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
1,"Ballantyne, Hayden",11,4,8,19,2,1.0,,5.0,,4.0,1.0,2.0,2.0,1.0,,7.0,13.0,1.0,4.0,1.0,2.0,2.0,88.0
26,"Bradley, Kepler",10,5,11,21,4,1.0,2.0,,1.0,5.0,1.0,1.0,5.0,1.0,,11.0,9.0,2.0,2.0,2.0,,,80.0
15,"Crowley, Ryan",8,6,15,23,,1.0,1.0,1.0,,3.0,,1.0,,,,6.0,17.0,,,1.0,,,88.0
40,"de Boer, Matt",10,6,14,24,,3.0,,1.0,,2.0,1.0,2.0,,,,13.0,11.0,,3.0,3.0,,4.0,80.0
41,"Duffield, Paul",20,12,7,27,,,,2.0,7.0,2.0,1.0,2.0,,,,8.0,17.0,2.0,,4.0,4.0,,91.0
13,"Fyfe, Nat",18,5,9,27,3,1.0,,3.0,3.0,3.0,2.0,4.0,1.0,2.0,2.0,10.0,17.0,,2.0,,,1.0,82.0
14,"Grover, Antoni",11,8,9,20,,,,3.0,5.0,1.0,,2.0,,,,7.0,12.0,2.0,,5.0,,,87.0
4,"Hasleby, Paul",2,3,7,9,1,1.0,,3.0,,,2.0,1.0,1.0,,,4.0,5.0,1.0,3.0,1.0,,2.0,61.0
43,"Hayden, Roger",10,4,7,17,,,,2.0,2.0,2.0,,4.0,1.0,4.0,,8.0,7.0,,,2.0,,,82.0
32,"Hill, Stephen",8,4,11,19,1,,,3.0,1.0,4.0,,3.0,,1.0,,5.0,15.0,,,1.0,1.0,,84.0
5,"Ibbotson, Garrick",11,4,12,23,1,,,5.0,1.0,2.0,3.0,2.0,1.0,1.0,,7.0,17.0,,,,1.0,1.0,84.0
23,"Mayne, Chris",4,1,7,11,2,,,4.0,,,,,2.0,,,3.0,8.0,,1.0,1.0,,1.0,89.0
9,"McPhee, Adam",12,6,10,22,,,,7.0,2.0,2.0,2.0,3.0,,1.0,,5.0,17.0,1.0,,4.0,,,92.0
2,"Morabito, Anthony",5,,13,18,,,,2.0,,3.0,4.0,3.0,2.0,2.0,,10.0,7.0,,,2.0,2.0,,65.0
16,"Mundy, David",15,1,16,31,,1.0,1.0,5.0,3.0,3.0,6.0,3.0,2.0,,3.0,10.0,20.0,,,,,1.0,75.0
10,"Palmer, Rhys",11,3,11,22,,,,3.0,,4.0,4.0,3.0,1.0,1.0,,11.0,11.0,,,1.0,,1.0,59.0
29,"Pavlich, Matthew",15,7,5,20,4,2.0,,2.0,1.0,4.0,1.0,3.0,1.0,,,8.0,11.0,2.0,3.0,1.0,1.0,1.0,91.0
46,"Pearce, Clancee",6,5,8,14,,,,1.0,,2.0,,2.0,,1.0,,2.0,12.0,,,1.0,,1.0,66.0
31,"Sandilands, Aaron",6,5,4,10,1,,36.0,1.0,,3.0,2.0,1.0,,,,5.0,5.0,2.0,1.0,5.0,,,89.0
8,"Suban, Nick",13,4,5,18,1,,,5.0,2.0,6.0,3.0,1.0,1.0,,,5.0,14.0,,,1.0,2.0,2.0,77.0
20,"Tarrant, Chris",9,5,6,15,,,,2.0,4.0,1.0,,2.0,1.0,2.0,,6.0,7.0,2.0,,5.0,,,95.0
47,"van Berlo, Jay",5,5,11,16,1,,,2.0,1.0,2.0,1.0,2.0,,2.0,1.0,3.0,13.0,,,3.0,,,94.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,220,103,206,426,21,13.0,40.0,62.0,33.0,58.0,34.0,47.0,21.0,19.0,6.0,154.0,265.0,15.0,19.0,44.0,13.0,17.0,
Opposition,Opposition,185,73,164,349,11,12.0,32.0,73.0,35.0,50.0,32.0,43.0,19.0,21.0,,130.0,210.0,9.0,11.0,48.0,8.0,10.0,
