North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
3,"Anderson, Jed",26y 216d,76 (36-0-40 47.37%),24 (0.32),66 (29-0-37 43.94%),20 (0.30)
18,"Atley, Shaun",27y 358d,212 (103-0-109 48.58%),44 (0.21),←,
9,"Davies-Uniacke, Luke",21y 89d,28 (10-0-18 35.71%),7 (0.25),←,
14,"Dumont, Trent",25y 67d,97 (36-0-61 37.11%),26 (0.27),←,
22,"Goldstein, Todd",32y 66d,249 (122-1-126 49.20%),125 (0.50),←,
43,"Hall, Aaron",29y 301d,122 (37-1-84 30.74%),89 (0.73),19 (4-0-15 21.05%),13 (0.68)
4,"Higgins, Shaun",32y 185d,235 (108-1-126 46.17%),223 (0.95),106 (50-0-56 47.17%),95 (0.90)
46,"Hosie, Lachlan",23y 193d,5 (0-0-5 0.00%),3 (0.60),←,
20,"Larkey, Nick",22y 91d,27 (11-0-16 40.74%),38 (1.41),←,
11,"McDonald, Luke",25y 209d,124 (60-0-64 48.39%),16 (0.13),←,
23,"McKay, Ben",22y 256d,13 (2-0-11 15.38%),,←,
39,"Perez, Flynn",19y 11d,1 (0-0-1 0.00%),,←,
13,"Polec, Jared",27y 329d,139 (71-0-68 51.08%),74 (0.53),33 (12-0-21 36.36%),19 (0.58)
8,"Scott, Bailey",20y 58d,15 (2-0-13 13.33%),11 (0.73),←,
12,"Simpkin, Jy",22y 184d,71 (28-0-43 39.44%),33 (0.46),←,
25,"Tarrant, Robbie",31y 133d,162 (75-0-87 46.30%),44 (0.27),←,
33,"Vickers-Willis, Ed",24y 161d,19 (8-0-11 42.11%),,←,
19,"Walker, Josh",27y 298d,100 (40-1-59 40.50%),72 (0.72),15 (3-0-12 20.00%),3 (0.20)
2,"Williams, Marley",27y 45d,128 (61-0-67 47.66%),11 (0.09),60 (25-0-35 41.67%),5 (0.08)
32,"Wood, Mason",26y 358d,64 (30-0-34 46.88%),76 (1.19),←,
7,"Ziebell, Jack",29y 190d,216 (104-0-112 48.15%),163 (0.75),←,
44,"Zurhaar, Cameron",22y 106d,42 (16-0-26 38.10%),45 (1.07),←,
Totals,Totals,25y 310d,2145 (960-4-1181 44.76%),1124 (0.52),,
C,"Shaw, Rhyce",38y 325d,27 (10-0-17 37.04%),,←,
