Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ablett, Gary",28y 33d,222 (127-2-93 57.66%),291 (1.31),30 (3-0-27 10.00%),29 (0.97)
11,"Bennell, Harley",19y 258d,26 (2-0-24 7.69%),29 (1.12),←,
3,"Brennan, Jared",27y 324d,150 (58-3-89 39.67%),91 (0.61),31 (3-0-28 9.68%),16 (0.52)
28,"Caddy, Josh",19y 262d,14 (0-0-14 0.00%),8 (0.57),←,
12,"Day, Sam",19y 284d,17 (1-0-16 5.88%),11 (0.65),←,
40,"Hickey, Tom",21y 102d,7 (0-0-7 0.00%),4 (0.57),←,
29,"Hine, Taylor",20y 144d,2 (0-0-2 0.00%),1 (0.50),←,
42,"Horsley, Kyal",24y 288d,7 (0-0-7 0.00%),2 (0.29),←,
7,"Hunt, Karmichael",25y 212d,28 (2-0-26 7.14%),2 (0.07),←,
36,"Iles, Sam",24y 363d,32 (7-0-25 21.88%),11 (0.34),25 (3-0-22 12.00%),11 (0.44)
32,"Matera, Brandon",20y 97d,19 (2-0-17 10.53%),18 (0.95),←,
18,"McKenzie, Trent",20y 74d,30 (3-0-27 10.00%),14 (0.47),←,
43,"Patrick, Liam",24y 104d,4 (1-0-3 25.00%),3 (0.75),←,
35,"Rischitelli, Michael",26y 160d,142 (52-3-87 37.68%),61 (0.43),31 (3-0-28 9.68%),14 (0.45)
8,"Russell, Luke",20y 144d,22 (1-0-21 4.55%),10 (0.45),←,
37,"Sexton, Alex",18y 196d,5 (0-0-5 0.00%),1 (0.20),←,
2,"Smith, Zac",22y 115d,30 (3-0-27 10.00%),17 (0.57),←,
25,"Stanley, Danny",24y 119d,32 (4-0-28 12.50%),21 (0.66),27 (3-0-24 11.11%),21 (0.78)
48,"Tape, Seb",19y 315d,23 (1-0-22 4.35%),,←,
16,"Thompson, Rory",21y 96d,13 (1-0-12 7.69%),2 (0.15),←,
14,"Warnock, Matthew",28y 74d,67 (11-1-55 17.16%),1 (0.01),12 (0-0-12 0.00%),
38,"Wilkinson, Joel",20y 200d,14 (1-0-13 7.14%),1 (0.07),←,
Totals,Totals,22y 247d,906 (277-9-620 30.57%),599 (0.66),,
C,"McKenna, Guy",43y 36d,34 (3-0-31 8.82%),,←,
