Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
14,"Bugg, Tomas",20y 22d,23 (2-0-21 8.70%),7 (0.30),←,
18,"Cameron, Jeremy",20y 26d,21 (2-0-19 9.52%),38 (1.81),←,
3,"Coniglio, Stephen",19y 133d,17 (2-0-15 11.76%),4 (0.24),←,
1,"Davis, Phil",22y 240d,45 (13-0-32 28.89%),6 (0.13),27 (2-0-25 7.41%),5 (0.19)
26,"Giles, Jonathan",25y 109d,25 (2-0-23 8.00%),23 (0.92),←,
4,"Greene, Toby",19y 214d,24 (2-0-22 8.33%),10 (0.42),←,
19,"Haynes, Nick",20y 344d,10 (0-0-10 0.00%),1 (0.10),←,
40,"Kennedy, Adam",20y 289d,20 (2-0-18 10.00%),,←,
39,"Mohr, Tim",24y 190d,18 (1-0-17 5.56%),1 (0.06),←,
37,"OhAilpin, Setanta",30y 40d,83 (33-1-49 40.36%),77 (0.93),3 (0-0-3 0.00%),10 (3.33)
7,"Palmer, Rhys",24y 73d,71 (22-0-49 30.99%),36 (0.51),18 (1-0-17 5.56%),13 (0.72)
30,"Plowman, Lachie",18y 228d,4 (0-0-4 0.00%),,←,
23,"Reid, Sam",23y 171d,18 (6-0-12 33.33%),1 (0.06),8 (0-0-8 0.00%),
9,"Scully, Tom",21y 347d,55 (15-1-39 28.18%),12 (0.22),24 (2-0-22 8.33%),6 (0.25)
5,"Shiel, Dylan",20y 49d,17 (1-0-16 5.88%),9 (0.53),←,
10,"Smith, Devon",19y 342d,24 (2-0-22 8.33%),17 (0.71),←,
46,"Thornton, Bret",29y 163d,189 (71-1-117 37.83%),30 (0.16),1 (0-0-1 0.00%),
20,"Tomlinson, Adam",19y 260d,10 (0-0-10 0.00%),3 (0.30),←,
17,"Treloar, Adam",20y 49d,23 (2-0-21 8.70%),17 (0.74),←,
8,"Ward, Callan",23y 17d,85 (34-0-51 40.00%),42 (0.49),25 (2-0-23 8.00%),9 (0.36)
6,"Whitfield, Lachie",18y 283d,5 (0-0-5 0.00%),1 (0.20),←,
51,"Williams, Zac",18y 219d,1 (0-0-1 0.00%),,←,
Totals,Totals,21y 323d,788 (212-3-573 26.90%),335 (0.43),,
C,"Sheedy, Kevin",65y 124d,661 (388-6-267 59.15%),,27 (2-0-25 7.41%),
