North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
18,"Atley, Shaun",22y 211d,88 (48-0-40 54.55%),11 (0.13),←,
50,"Brown, Ben",22y 143d,12 (10-0-2 83.33%),21 (1.75),←,
10,"Cunnington, Ben",23y 286d,101 (54-0-47 53.47%),42 (0.42),←,
15,"Dal Santo, Nick",31y 49d,287 (162-5-120 57.32%),149 (0.52),27 (17-0-10 62.96%),9 (0.33)
11,"Firrito, Michael",31y 136d,232 (116-2-114 50.43%),29 (0.13),←,
43,"Gibson, Sam",28y 320d,62 (37-0-25 59.68%),23 (0.37),←,
22,"Goldstein, Todd",26y 285d,127 (67-1-59 53.15%),60 (0.47),←,
29,"Harvey, Brent",36y 333d,386 (209-3-174 54.53%),458 (1.19),←,
4,"Higgins, Shaun",27y 39d,131 (59-1-71 45.42%),134 (1.02),2 (1-0-1 50.00%),6 (3.00)
21,"McDonald, Luke",20y 62d,25 (15-0-10 60.00%),,←,
28,"Nahas, Robin",27y 153d,92 (36-3-53 40.76%),108 (1.17),9 (7-0-2 77.78%),8 (0.89)
20,"Petrie, Drew",32y 179d,271 (134-3-134 50.00%),362 (1.34),←,
9,"Swallow, Andrew",27y 314d,166 (81-1-84 49.10%),72 (0.43),←,
12,"Thomas, Lindsay",27y 43d,155 (75-2-78 49.03%),253 (1.63),←,
16,"Thompson, Scott",28y 338d,138 (65-2-71 47.83%),6 (0.04),←,
36,"Tippett, Joel",26y 168d,8 (3-0-5 37.50%),,6 (3-0-3 50.00%),
40,"Turner, Kayne",19y 102d,8 (6-0-2 75.00%),8 (1.00),←,
30,"Waite, Jarrad",32y 67d,186 (67-4-115 37.10%),259 (1.39),2 (1-0-1 50.00%),7 (3.50)
8,"Wells, Daniel",30y 68d,224 (115-2-107 51.79%),145 (0.65),←,
32,"Wood, Mason",21y 211d,2 (2-0-0 100.00%),3 (1.50),←,
19,"Wright, Sam",24y 271d,86 (45-0-41 52.33%),54 (0.63),←,
7,"Ziebell, Jack",24y 43d,102 (50-0-52 49.02%),59 (0.58),←,
Totals,Totals,26y 356d,2889 (1456-29-1404 50.40%),2256 (0.78),,
C,"Scott, Brad",38y 344d,116 (62-0-54 53.45%),,←,
